text_id,diff_CAREC,diff_CAREC_M,diff_CARES,diff_CML2RI,diff_length,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_dale_chall_score,diff_ARI,diff_linsear_formula,diff_difficult_words_count,diff_syllable_count,diff_lexicon_count,diff_sentence_count,diff_char_count,diff_letter_count,diff_polysyllabcount,diff_monosyllabcount,diff_fernansex_huerta,diff_szigriszt_pazos,diff_gutierrez_polini,diff_crawford,diff_cpidr_density,diff_depid_density,diff_max_embedding_depth,diff_avg_embedding_depth,diff_mean_entropy,diff_mean_entropy_sents,diff_word_length,diff_wordFreq_frequency,diff_gpt2_surprisal,diff_Wordfreq_Frequency,diff_Length,diff_TF,diff_CML2RI_(-),diff_flesch_reading_ease_(-),diff_lexicon_count_(-),diff_monosyllabcount_(-),diff_fernansex_huerta_(-),diff_szigriszt_pazos_(-),diff_gutierrez_polini_(-),diff_wordFreq_frequency_(-),CAREC_Adv,CAREC_M_Adv,CARES_Adv,CML2RI_Adv,length_Adv,flesch_reading_ease_Adv,flesch_kincaid_grade_score_Adv,gunning_fog_index_Adv,coleman_liau_index_Adv,smog_index_Adv,dale_chall_score_Adv,ARI_Adv,linsear_formula_Adv,difficult_words_count_Adv,syllable_count_Adv,lexicon_count_Adv,sentence_count_Adv,char_count_Adv,letter_count_Adv,polysyllabcount_Adv,monosyllabcount_Adv,fernansex_huerta_Adv,szigriszt_pazos_Adv,gutierrez_polini_Adv,crawford_Adv,cpidr_density_Adv,depid_density_Adv,max_embedding_depth_Adv,avg_embedding_depth_Adv,mean_entropy_Adv,mean_entropy_sents_Adv,word_length_Adv,wordFreq_frequency_Adv,gpt2_surprisal_Adv,Wordfreq_Frequency_Adv,Length_Adv,CAREC_Ele,CAREC_M_Ele,CARES_Ele,CML2RI_Ele,length_Ele,flesch_reading_ease_Ele,flesch_kincaid_grade_score_Ele,gunning_fog_index_Ele,coleman_liau_index_Ele,smog_index_Ele,dale_chall_score_Ele,ARI_Ele,linsear_formula_Ele,difficult_words_count_Ele,syllable_count_Ele,lexicon_count_Ele,sentence_count_Ele,char_count_Ele,letter_count_Ele,polysyllabcount_Ele,monosyllabcount_Ele,fernansex_huerta_Ele,szigriszt_pazos_Ele,gutierrez_polini_Ele,crawford_Ele,cpidr_density_Ele,depid_density_Ele,max_embedding_depth_Ele,avg_embedding_depth_Ele,mean_entropy_Ele,mean_entropy_sents_Ele,word_length_Ele,wordFreq_frequency_Ele,gpt2_surprisal_Ele,Wordfreq_Frequency_Ele,Length_Ele
1_7_3,0.0005400000000000127,-0.025370000000000004,0.1020470308911664,-0.3919285616946304,159.0,-3.450000000000003,1.3000000000000007,1.7100000000000009,0.9400000000000013,0.9000000000000004,0.5899999999999999,1.8000000000000007,0.14285714285714235,9.0,41.0,27.0,0.0,132.0,132.0,4.0,17.0,-3.469999999999999,-3.819999999999993,-1.730000000000004,0.2999999999999998,0.010163055617601002,-0.04612463703372793,0.0,0.25,0.09100895937389453,-0.035024726378543924,0.13413617801483468,0.361921928,-0.23684516868207872,-0.29253796743148186,0.05662273844091992,9.605183902911165,0.3919285616946304,3.450000000000003,-27.0,-17.0,3.469999999999999,3.819999999999993,1.730000000000004,-0.361921928,0.14568,0.15326,0.4269243704104057,14.840766705434792,854,61.16,9.3,11.72,9.63,12.6,8.5,10.3,8.428571428571429,26,220,148,8,707,686,22,104,97.97,95.73,43.76,2.8,0.4729729729729729,0.3918918918918919,4,2.5,5.7121992709589415,6.559609353211656,4.183431952662722,1.126491549,4.478124723078312,10.933393724880476,4.635135135135135,0.14514,0.17863,0.3248773395192393,15.232695267129422,695,64.61,8.0,10.01,8.69,11.7,7.91,8.5,8.285714285714286,17,179,121,8,575,554,18,87,101.44,99.55,45.49,2.5,0.4628099173553719,0.4380165289256198,4,2.25,5.621190311585047,6.5946340795902,4.049295774647887,0.764569621,4.714969891760391,11.225931692311958,4.578512396694215
1_7_4,0.03153,0.012840000000000018,0.0937942049973795,-0.3166825847816419,130.0,-0.3999999999999986,0.09999999999999964,0.9900000000000002,0.2400000000000002,-0.5,0.40000000000000036,0.3999999999999986,-2.6904761904761916,7.0,32.0,22.0,1.0,108.0,101.0,1.0,16.0,-0.4099999999999966,-0.18999999999999773,-0.5,0.09999999999999964,0.01657991131675346,-0.0054945054945054195,0.0,0.033333333333333215,-0.22347693967324656,-0.2327913620957629,-0.0019980019980021524,0.19477930899999985,0.03300310855448574,-0.04347258925388786,0.04423065267805004,11.54607662691032,0.3166825847816419,0.3999999999999986,-22.0,-16.0,0.4099999999999966,0.18999999999999773,0.5,-0.19477930899999985,0.18658,0.20014,0.4608673593721458,15.415548961688328,859,60.35,9.6,11.88,8.07,13.0,8.08,9.7,8.142857142857142,25,227,154,8,704,673,24,114,97.15,95.75,46.07,2.8,0.5128205128205128,0.4230769230769231,4,2.333333333333333,5.259086966198937,6.150004542144949,3.868131868131868,1.320545548,4.029640391386299,11.195067092741978,4.312887369095961,0.15505,0.1873,0.3670731543747663,15.73223154646997,729,60.75,9.5,10.89,7.83,13.5,7.68,9.3,10.833333333333334,18,195,132,7,596,572,23,98,97.56,95.94,46.57,2.7,0.4962406015037593,0.4285714285714285,4,2.3,5.482563905872183,6.382795904240712,3.8701298701298703,1.125766239,3.9966372828318133,11.238539681995865,4.268656716417911
1_8_1,-0.06620000000000001,-0.06276000000000001,0.030500630319391986,-2.3110116877846814,50.0,2.7700000000000102,1.0,1.4700000000000006,0.17999999999999972,-0.5,1.0,2.9000000000000004,0.9000000000000004,3.0,1.0,8.0,-1.0,42.0,35.0,-4.0,9.0,0.29000000000000625,-0.5699999999999932,-1.7800000000000011,-0.20000000000000018,-0.030916030534351213,0.017048346055979602,1.0,-0.833333333333333,0.2725821603393488,0.08523443252620488,-0.03643849716932568,0.09480111899999999,0.6299278896251659,0.14755412773472543,-0.018749999999999822,1.2476909722222445,2.3110116877846814,-2.7700000000000102,-8.0,-9.0,-0.29000000000000625,0.5699999999999932,1.7800000000000011,-0.09480111899999999,0.14717,0.18328,0.3520428678529135,17.873374340476175,745,70.87,9.7,11.8,10.04,12.0,7.87,14.1,11.4,15,171,128,5,618,596,12,100,102.73,98.01,41.07,2.3,0.5190839694656488,0.4503816793893129,8,4.166666666666667,4.738522535347924,5.507241623039908,4.2620689655172415,0.8729693269,3.9285364854176805,10.524350597995229,4.65625,0.21337,0.24604,0.3215422375335215,20.184386028260857,695,68.1,8.7,10.33,9.86,12.5,6.87,11.2,10.5,12,170,120,6,576,561,16,91,102.44,98.58,42.85,2.5,0.55,0.4333333333333333,7,5.0,4.465940375008575,5.422007190513703,4.298507462686567,0.7781682079,3.2986085957925146,10.376796470260503,4.675
1_8_2,0.01690999999999998,-0.008700000000000013,0.13144600171445253,-2.5505805973611047,159.0,-0.20999999999999375,0.09999999999999964,0.7899999999999991,0.8699999999999992,0.5999999999999996,0.2599999999999998,0.7999999999999989,0.40000000000000036,10.0,39.0,23.0,1.0,137.0,132.0,3.0,13.0,-0.20000000000000284,-3.450000000000003,-1.4699999999999989,0.20000000000000018,-0.012012012012011963,-0.008403361344537896,0.0,0.0,0.08938736533841674,0.3466832621645901,0.09808559797557503,0.18886391000000002,0.3244939163423992,-0.1446277190602956,0.18801084744618457,14.299337616214018,2.5505805973611047,0.20999999999999375,-23.0,-13.0,0.20000000000000284,3.450000000000003,1.4699999999999989,-0.18886391000000002,0.15988,0.1939,0.4194598178204764,8.968989213750007,822,65.86,9.6,10.68,12.01,10.5,9.72,14.1,11.6,27,192,133,6,690,671,10,88,100.2,94.73,38.5,2.7,0.5555555555555556,0.4558823529411764,5,3.0,5.23983188507871,6.289597064403967,4.630872483221476,0.9721238277,4.322484034882356,10.927935228514265,5.042878635907723,0.14297,0.2026,0.2880138161060239,11.519569811111111,663,66.07,9.5,9.89,11.14,9.9,9.46,13.3,11.2,17,153,110,5,553,539,7,75,100.4,98.18,39.97,2.5,0.5675675675675675,0.4642857142857143,5,3.0,5.150444519740293,5.942913802239377,4.532786885245901,0.7832599177,3.9979901185399567,11.07256294757456,4.854867788461538
1_8_3,0.03969,0.011929999999999996,0.1410608184232921,-1.3711547315789359,224.0,-1.1199999999999974,0.5,1.3099999999999987,1.9800000000000004,0.6999999999999993,0.5800000000000001,2.1999999999999993,0.40000000000000036,9.0,52.0,30.0,1.0,194.0,186.0,5.0,20.0,-1.1199999999999903,-5.609999999999999,-3.700000000000003,0.2999999999999998,-0.01956546467978615,-0.005938375350139968,0.0,-1.4333333333333327,-0.09160519568703318,-0.17304704770441237,0.23366006256517213,0.18900955889999993,0.10319600858156086,0.27900178288100186,0.34357640082830976,18.820543635238295,1.3711547315789359,1.1199999999999974,-30.0,-20.0,1.1199999999999903,5.609999999999999,3.700000000000003,-0.18900955889999993,0.17376,0.17815,0.4439978564208593,7.001946128421056,893,63.32,10.6,13.12,11.15,13.0,8.6,14.6,12.8,22,214,148,6,746,718,18,107,97.65,92.09,39.51,2.8,0.5906040268456376,0.5066666666666667,11,4.166666666666667,4.981362767544874,5.95992437704314,4.262857142857143,0.9910967258,4.101947090122849,10.788278273103586,4.851351351351352,0.13407,0.16622,0.3029370379975672,8.373100859999992,669,64.44,10.1,11.81,9.17,12.3,8.02,12.4,12.4,13,162,118,5,552,532,13,87,98.77,97.7,43.21,2.5,0.6101694915254238,0.5126050420168067,11,5.6,5.072967963231907,6.132971424747552,4.029197080291971,0.8020871669,3.998751081541288,10.509276490222584,4.507774950523042
1_8_4,0.03215000000000001,0.02804000000000001,0.011439434679730187,-2.2391906283591165,60.0,-9.169999999999995,1.3999999999999986,1.0399999999999991,1.5699999999999985,1.5999999999999996,0.6500000000000004,1.8000000000000007,1.0,5.0,15.0,3.0,0.0,57.0,51.0,5.0,-3.0,-6.709999999999994,-5.439999999999998,-2.8299999999999983,0.40000000000000036,0.03643600734843849,0.014038768984812211,-2.0,-0.75,0.2923653108504176,0.1749715620094392,0.14255935147654863,-0.03465932999999999,0.39230482827315205,0.3249893185732198,0.2631113487721608,27.67296879784641,2.2391906283591165,9.169999999999995,-3.0,3.0,6.709999999999994,5.439999999999998,2.8299999999999983,0.03465932999999999,0.16456,0.18162,0.4612723870143558,13.975558321052626,854,35.95,16.9,19.14,11.79,16.5,9.21,20.1,20.666666666666668,27,219,140,4,714,687,22,93,75.14,74.38,35.35,3.7,0.4929577464788732,0.4097222222222222,4,3.0,5.2472263080228725,5.754953689616888,4.327272727272727,1.195522,3.9098953123961273,10.5104374458511,4.871807000946074,0.13241,0.15358,0.4498329523346256,16.214748949411742,794,45.12,15.5,18.1,10.22,14.9,8.56,18.3,19.666666666666668,22,204,137,4,657,636,17,96,81.85,79.82,38.18,3.3,0.4565217391304347,0.39568345323741,6,3.75,4.954860997172455,5.579982127607448,4.1847133757961785,1.23018133,3.5175904841229753,10.18544812727788,4.608695652173913
1_8_5,0.029210000000000014,0.012250000000000039,0.126526378080747,-1.0611938945836457,127.0,-5.789999999999999,2.1999999999999993,2.9099999999999984,1.92,0.9000000000000004,1.4800000000000004,4.100000000000001,3.5,8.0,32.0,17.0,0.0,110.0,108.0,2.0,6.0,-5.809999999999988,-10.149999999999991,-4.700000000000003,0.5,0.010961810466760924,0.0011786892975012009,0.0,1.0,-0.28146169118959374,-0.3183813367107966,0.2524961597542248,-0.006912020000000019,-0.10075677260105209,0.6181302142576275,0.2804878048780486,27.366145191754953,1.0611938945836457,5.789999999999999,-17.0,-6.0,5.809999999999988,10.149999999999991,4.700000000000003,0.006912020000000019,0.20838,0.26844,0.3714447372551339,6.323685142372877,608,46.44,15.0,17.24,12.31,15.9,9.74,19.3,21.5,18,152,99,3,510,495,15,68,83.18,78.18,35.15,3.5,0.4752475247524752,0.4059405940594059,5,5.0,5.323178221199463,5.855325395173747,4.553571428571429,0.6900542182,4.492355428598151,10.982153235279327,5.0,0.17917,0.25619,0.2449183591743869,7.384879036956523,481,52.23,12.8,14.33,10.39,15.0,8.26,15.2,18.0,10,120,82,3,400,387,13,62,88.99,88.33,39.85,3.0,0.4642857142857143,0.4047619047619047,5,4.0,5.6046399123890565,6.173706731884543,4.301075268817204,0.6969662382,4.593112201199203,10.3640230210217,4.719512195121951
1_9_1,0.12274999999999997,0.10874,0.0987846552761098,-7.096209858003784,145.0,-29.939999999999998,5.3,5.07,2.6799999999999997,4.200000000000001,1.8900000000000006,4.1,4.75,14.0,45.0,18.0,0.0,127.0,124.0,10.0,5.0,-22.58999999999999,-17.980000000000004,-5.529999999999994,1.2999999999999998,-0.02088938123120737,0.03829719892388039,0.0,0.0,-0.14698488567142576,-0.2635764965884979,0.39383070301291223,0.12072548300000002,0.25299041454019555,0.5397123572815765,0.4068181818181813,5.081948051948075,7.096209858003784,29.939999999999998,-18.0,-5.0,22.58999999999999,17.980000000000004,5.529999999999994,-0.12072548300000002,0.28079,0.36045,0.3573570272381831,6.610700386440669,570,40.69,13.1,16.07,13.52,14.9,12.26,15.4,15.25,33,146,88,4,483,467,17,52,82.4,81.47,36.02,3.8,0.4157303370786517,0.4044943820224719,3,2.333333333333333,5.387867240656847,5.619948375239372,4.735294117647059,0.516474564,4.079256792981389,11.281155528565217,5.306818181818182,0.15804,0.25171,0.2585723719620733,13.706910244444453,425,70.63,7.8,11.0,10.84,10.7,10.37,11.3,10.5,19,101,70,4,356,343,7,47,104.99,99.45,41.55,2.5,0.4366197183098591,0.3661971830985915,3,2.333333333333333,5.534852126328273,5.88352487182787,4.341463414634147,0.395749081,3.8262663784411934,10.74144317128364,4.9
1_9_2,0.04417,0.05223000000000001,0.11372880614449002,-5.514393123601391,92.0,-11.0,2.2,3.0999999999999996,1.2300000000000004,2.9000000000000004,0.5200000000000014,1.6999999999999993,3.8666666666666654,8.0,31.0,15.0,0.0,77.0,79.0,5.0,8.0,-8.549999999999997,-9.64,-2.3900000000000006,0.7,0.00613207547169814,-0.007943925233644789,0.0,0.0,0.21162623940449343,0.000553068788316402,0.16826796525401422,0.22171363,0.050298761423337446,-0.18000946321829048,0.15792630355737103,-3.7453940764620484,5.514393123601391,11.0,-15.0,-8.0,8.549999999999997,9.64,2.3900000000000006,-0.22171363,0.05636,0.12576,0.2715324969260549,12.99828830909091,612,78.08,7.0,9.92,7.49,9.3,9.39,9.1,11.2,19,148,111,6,502,474,7,85,109.97,105.27,47.3,2.0,0.525,0.45,5,3.25,4.963717904523439,5.516618209904396,3.83206106870229,0.8823716339,4.319065773406544,10.685539998791802,4.27027027027027,0.01219,0.07353,0.1578036907815649,18.5126814326923,520,89.08,4.8,6.82,6.26,6.4,8.87,7.4,7.333333333333334,11,117,96,6,425,395,2,77,118.52,114.91,49.69,1.3,0.5188679245283019,0.4579439252336448,5,3.25,4.752091665118946,5.51606514111608,3.663793103448276,0.6606580039,4.268767011983207,10.865549462010092,4.112343966712899
1_9_3,0.13541,0.11930999999999999,0.130703501120141,-3.3268226017216467,106.0,-16.620000000000005,2.1999999999999993,1.0599999999999987,2.66,1.0999999999999996,0.7699999999999996,2.1000000000000005,0.25,6.0,28.0,13.0,1.0,93.0,88.0,3.0,5.0,-11.689999999999998,-9.509999999999991,-4.359999999999999,0.7999999999999998,0.10090090090090087,0.041474654377880116,-2.0,-0.3999999999999999,-0.4823679238874803,-0.4030470481768065,0.35281582952815915,0.06499765899999999,-0.02009854781223641,0.8486945611047663,0.4403445031952504,28.881893037488794,3.3268226017216467,16.620000000000005,-13.0,-5.0,11.689999999999998,9.509999999999991,4.359999999999999,-0.06499765899999999,0.14295,0.2264,0.2529368642111207,7.374732651219533,426,65.52,7.6,9.62,9.5,9.9,10.57,9.3,7.5,17,103,71,5,356,335,7,51,102.36,102.26,44.46,2.3,0.5675675675675675,0.4285714285714285,3,2.6,4.979028851976803,6.374922312413756,3.955555555555556,0.601302299,4.085485535104014,11.109788152548157,4.698965192850423,0.00754,0.10709,0.1222333630909797,10.70155525294118,320,82.14,5.4,8.56,6.84,8.8,9.8,7.2,7.25,11,75,58,4,263,247,4,46,114.05,111.77,48.82,1.5,0.4666666666666667,0.3870967741935484,5,3.0,5.461396775864284,6.777969360590562,3.602739726027397,0.53630464,4.10558408291625,10.261093591443391,4.258620689655173
1_9_4,-0.010400000000000006,-0.00913,0.05589296736144611,2.734280336111672,-9.0,0.3999999999999915,-0.20000000000000018,0.34999999999999964,-0.0600000000000005,0.3999999999999986,0.06999999999999851,-0.10000000000000053,0.0,1.0,-1.0,-2.0,0.0,-7.0,-9.0,1.0,-2.0,0.3999999999999915,-0.769999999999996,0.1599999999999966,0.10000000000000009,-0.008421985815602828,-0.020408163265306145,0.0,0.0,0.054315178189692226,0.1021728214442792,-0.06603773584905692,0.012256390000000006,0.03417029069682087,-0.019495657052946314,-0.004568465242622111,12.66789315553362,-2.734280336111672,-0.3999999999999915,2.0,2.0,-0.3999999999999915,0.769999999999996,-0.1599999999999966,-0.012256390000000006,-0.06546,0.01781,0.198696615003773,15.135782158732043,491,81.83,5.5,9.07,7.01,9.7,8.45,7.3,7.75,12,116,89,6,403,382,8,71,113.74,110.8,48.37,1.6,0.5957446808510638,0.5102040816326531,3,2.1666666666666665,4.956119903021637,5.942014404993965,3.80188679245283,0.59862435,4.214558508995334,10.194747610552495,4.292134831460674,-0.05506,0.02694,0.1428036476423269,12.401501822620371,500,81.43,5.7,8.72,7.07,9.3,8.38,7.4,7.75,11,117,91,6,410,391,7,73,113.34,111.57,48.21,1.5,0.6041666666666666,0.5306122448979592,3,2.1666666666666665,4.901804724831945,5.839841583549686,3.867924528301887,0.58636796,4.180388218298513,10.214243267605442,4.2967032967032965
1_9_5,0.04426999999999999,0.01693,0.12596132282014888,-1.8608669735119179,232.0,3.3900000000000006,0.7999999999999998,2.130000000000001,-1.0899999999999999,0.5,-0.16999999999999993,1.0999999999999996,0.7333333333333343,8.0,55.0,45.0,1.0,187.0,179.0,3.0,39.0,0.8999999999999915,-1.4699999999999989,1.0400000000000063,0.0,0.000312695434646737,-0.040564373897707284,0.0,0.7,0.23630339930661304,-0.16475772735582694,-0.19264475743348886,0.350154453,-0.11826299782008132,-0.3453433946452016,-0.288333333333334,-8.31894444444444,1.8608669735119179,-3.3900000000000006,-45.0,-39.0,-0.8999999999999915,1.4699999999999989,-1.0400000000000063,-0.350154453,0.15927,0.21312,0.2704140851824133,11.003291631249978,677,76.56,7.6,11.33,8.59,10.9,8.84,10.5,8.833333333333334,20,158,120,6,558,535,11,94,108.44,104.81,44.95,2.0,0.5772357723577236,0.4285714285714285,4,2.5,5.512215110460897,6.030606106066609,3.929577464788733,0.797982066,4.526616033778797,10.566561034874828,4.458333333333333,0.115,0.19619,0.1444527623622644,12.864158604761895,445,73.17,6.8,9.2,9.68,10.4,9.01,9.4,8.1,12,103,75,5,371,356,8,55,107.54,106.28,43.91,2.0,0.5769230769230769,0.4691358024691358,4,1.8,5.275911711154284,6.195363833422436,4.122222222222222,0.447827613,4.644879031598879,10.91190442952003,4.746666666666667
1_9_6,-0.031259999999999996,-0.031149999999999997,-0.01989086341504448,-0.9411452900862152,-20.0,0.29999999999999716,-0.09999999999999964,-0.08999999999999986,-0.39999999999999947,0.3000000000000007,0.16000000000000014,-0.5,-0.75,0.0,-1.0,-2.0,0.0,-18.0,-17.0,1.0,-2.0,0.29999999999999716,-0.5999999999999943,0.759999999999998,0.0,0.012786885245901658,0.019550909794812277,2.0,0.4444444444444444,-0.030194576974805543,-0.018941481509214597,-0.07404426559356114,-0.06871497000000004,0.06972177500140653,0.15128987724388487,-0.07075186454343907,4.6258594817353185,0.9411452900862152,-0.29999999999999716,2.0,2.0,-0.29999999999999716,0.5999999999999943,-0.759999999999998,0.06871497000000004,0.04976,0.08387,0.2629364645475119,17.363337630172406,644,83.25,5.0,7.67,6.2,8.8,7.69,5.7,6.25,17,159,121,9,524,502,9,95,115.17,111.53,50.25,1.5,0.5327868852459017,0.4878048780487805,5,2.111111111111111,5.071532108097804,5.960351625764646,3.742857142857143,0.669239821,4.460320098833605,10.206271514006225,4.148760330578512,0.08102,0.11502,0.2828273279625564,18.30448292025862,664,82.95,5.1,7.76,6.6,8.5,7.53,6.2,7.0,17,160,123,9,542,519,8,97,114.87,112.13,49.49,1.5,0.52,0.4682539682539682,3,1.6666666666666667,5.1017266850726095,5.97929310727386,3.816901408450704,0.737954791,4.390598323832198,10.05498163676234,4.219512195121951
2_10_1,0.10342,0.09515000000000001,0.11903392461820933,-9.965399850289494,176.0,-5.280000000000001,2.0,1.4000000000000004,1.2799999999999994,-0.40000000000000036,1.4700000000000006,3.5,-0.3999999999999986,5.0,37.0,26.0,0.0,148.0,141.0,-1.0,19.0,-5.299999999999997,-4.900000000000006,-3.4200000000000017,0.19999999999999973,0.05154061624649858,0.040834595785704475,3.0,1.2000000000000002,0.442728334893979,-0.18885025484232365,0.2091943348038079,0.1703317740000001,0.8596315164308286,0.9812383736462529,0.09207145245259607,-24.084363885306715,9.965399850289494,5.280000000000001,-26.0,-19.0,5.299999999999997,4.900000000000006,3.4200000000000017,-0.1703317740000001,0.18952,0.23058,0.3831445208726838,5.55549795641025,775,61.8,11.1,13.23,10.62,11.2,9.76,14.8,11.8,24,189,131,5,643,623,10,90,96.12,90.75,39.9,2.9,0.4705882352941176,0.4087591240875912,7,4.2,6.048002413965473,6.3236217352042186,4.404109589041096,1.065096499,4.6097053059344315,11.675695078887308,4.682547642928786,0.0861,0.13543,0.2641105962544745,15.520897806699743,599,67.08,9.1,11.83,9.34,11.6,8.29,11.3,12.2,19,152,105,5,495,482,11,71,101.42,95.65,43.32,2.7,0.419047619047619,0.3679245283018867,4,3.0,5.605274079071494,6.512471990046542,4.194915254237288,0.8947647249999999,3.750073789503603,10.694456705241056,4.59047619047619
2_10_2,0.13507000000000002,0.12348000000000003,0.11681578727387898,-12.222460315205394,153.0,-24.22,5.1,4.309999999999999,2.7300000000000004,3.9000000000000004,1.379999999999999,5.6,7.25,9.0,39.0,17.0,-1.0,136.0,133.0,9.0,6.0,-19.340000000000003,-14.11,-6.530000000000001,0.7999999999999998,0.003816793893129722,-0.011083743842364602,4.0,1.2999999999999998,0.07696995050087718,-0.05330471524024638,0.37585034013605423,0.161128905,0.3429323462711489,0.5974986052204958,0.4260264259514299,-40.68143411011269,12.222460315205394,24.22,-17.0,-6.0,19.340000000000003,14.11,6.530000000000001,-0.161128905,0.23505,0.27567,0.4527592200276303,-0.8389335835442893,809,45.09,13.4,15.02,12.42,14.0,11.12,16.2,15.75,30,202,130,5,680,659,18,84,84.32,84.03,36.93,3.4,0.5038167938931297,0.4285714285714285,7,3.8,5.008459779760835,5.679600588306224,4.625850340136054,0.9874390157,4.234892205226661,11.597820900462606,5.080893682588598,0.09998,0.15219,0.3359434327537513,11.383526731661105,656,69.31,8.3,10.71,9.69,10.1,9.74,10.6,8.5,21,163,113,6,544,526,9,78,103.66,98.14,43.46,2.6,0.5,0.4396551724137931,3,2.5,4.931489829259958,5.73290530354647,4.25,0.8263101107,3.891959858955512,11.00032229524211,4.654867256637168
2_10_3,0.01751999999999998,0.017100000000000004,0.0780624823373533,-5.231267839620309,74.0,-9.979999999999997,1.6999999999999993,1.4900000000000002,1.5699999999999985,1.3999999999999986,0.39000000000000057,1.8000000000000007,0.5,9.0,22.0,9.0,0.0,66.0,66.0,3.0,2.0,-7.530000000000001,-6.6299999999999955,-2.6599999999999966,0.5,-0.002506265664160401,-0.018737365883999324,3.0,1.5000000000000004,-0.1514132108945656,-0.6401547074609164,0.22462363138686126,0.12496252699999999,-0.09066345805709419,-0.038831979238256764,0.26287345773427173,47.01170871320764,5.231267839620309,9.979999999999997,-9.0,-2.0,7.530000000000001,6.6299999999999955,2.6599999999999966,-0.12496252699999999,0.23417,0.27704,0.3969426545209188,3.4375615169014067,683,60.35,9.6,10.48,10.04,9.7,9.63,11.3,8.666666666666666,29,170,116,6,567,546,8,75,97.15,96.2,42.78,2.7,0.4736842105263157,0.4491525423728814,7,3.8333333333333335,4.610910924464831,5.449829305919678,4.138686131386861,1.051753159,3.629723994443432,11.27704937697725,4.666666666666667,0.21665,0.25994,0.3188801721835655,8.668829356521716,609,70.33,7.9,8.99,8.47,8.3,9.24,9.5,8.166666666666666,20,148,107,6,501,480,5,73,104.68,102.83,45.44,2.2,0.4761904761904761,0.4678899082568807,4,2.333333333333333,4.762324135359397,6.089984013380595,3.9140625,0.926790632,3.720387452500526,11.315881356215506,4.403793208932395
2_10_4,0.11123,0.04575000000000001,0.2958047068958177,-2.329517549188272,404.0,-4.57,1.799999999999999,1.8200000000000003,0.5800000000000001,1.1999999999999993,1.1099999999999994,2.5,2.0999999999999996,17.0,103.0,66.0,2.0,339.0,327.0,8.0,42.0,-4.590000000000003,-6.780000000000001,-2.1199999999999974,0.5,0.04560117302052785,0.03639240506329111,0.0,0.2999999999999998,-0.3695914587531721,-0.5034595783182096,0.11367704976727477,0.4517794312276,0.2855427059256197,0.7198247971863232,0.11382538217508209,60.769344844456015,2.329517549188272,4.57,-66.0,-42.0,4.590000000000003,6.780000000000001,2.1199999999999974,-0.4517794312276,0.21742,0.21568,0.5758251862866278,0.971986505555554,919,57.91,10.6,12.89,11.02,12.0,10.74,13.2,12.6,38,230,152,7,768,742,17,100,94.71,90.85,40.25,3.1,0.4774193548387097,0.4113924050632911,4,2.5,5.088617345905144,5.692684020867815,4.491228070175438,0.9894710832276,4.740041071100816,12.55121139453535,4.883940324703818,0.10619,0.16993,0.2800204793908101,3.301504054743826,515,62.48,8.8,11.07,10.44,10.8,9.63,10.7,10.5,21,127,86,5,429,415,9,58,99.3,97.63,42.37,2.6,0.4318181818181818,0.375,4,2.2,5.458208804658316,6.1961435991860245,4.377551020408164,0.537691652,4.454498365175196,11.831386597349027,4.7701149425287355
2_1_1,0.07589000000000001,0.07013,0.020649515826684894,-2.948520918493699,65.0,0.030000000000001137,2.0,2.8999999999999986,0.07000000000000028,0.8000000000000007,0.6199999999999992,3.799999999999999,8.066666666666668,3.0,14.0,12.0,-1.0,53.0,51.0,-1.0,11.0,-2.469999999999999,-5.650000000000006,-2.020000000000003,0.10000000000000009,0.01916280530903952,-0.001335113484646211,0.0,0.20000000000000018,-0.28104255405329415,-0.3028544446207846,-0.0937810945273636,0.10231219999999996,0.09097633130506955,-0.1860017075376632,-0.09162136232810969,47.69878477774225,2.948520918493699,-0.030000000000001137,-12.0,-11.0,2.469999999999999,5.650000000000006,2.020000000000003,-0.10231219999999996,0.27737,0.31204,0.3762301708081177,17.38449412054794,732,49.99,13.6,15.53,12.66,13.8,9.78,17.9,20.666666666666668,22,182,118,4,615,597,14,77,86.75,81.25,35.8,3.5,0.4957983193277311,0.4285714285714285,3,3.0,4.800798848454618,5.870998231358281,4.58955223880597,0.6764612518929,3.7619151692483297,11.362257116736517,5.059322033898305,0.20148,0.24191,0.3555806549814328,20.33301503904164,667,49.96,11.6,12.63,12.59,13.0,9.16,14.1,12.6,19,168,106,5,562,546,15,66,89.22,86.9,37.82,3.4,0.4766355140186916,0.4299065420560747,3,2.8,5.081841402507912,6.173852675979066,4.683333333333334,0.5741490518929,3.67093883794326,11.54825882427418,5.150943396226415
