text_id,align_idx,diff_CAREC,diff_CAREC_M,diff_CARES,diff_CML2RI,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_dale_chall_score,diff_ARI,diff_linsear_formula,diff_difficult_words_count,diff_syllable_count,diff_lexicon_count,diff_sentence_count,diff_char_count,diff_letter_count,diff_polysyllabcount,diff_monosyllabcount,diff_fernansex_huerta,diff_szigriszt_pazos,diff_gutierrez_polini,diff_crawford,diff_cpidr_density,diff_depid_density,diff_max_embedding_depth,diff_avg_embedding_depth,diff_mean_entropy,diff_mean_entropy_sents,diff_word_length,diff_wordFreq_frequency,diff_gpt2_surprisal,diff_Wordfreq_Frequency,diff_Length,diff_TF,diff_CML2RI_(-),diff_flesch_reading_ease_(-),diff_lexicon_count_(-),diff_monosyllabcount_(-),diff_fernansex_huerta_(-),diff_szigriszt_pazos_(-),diff_gutierrez_polini_(-),diff_wordFreq_frequency_(-),CAREC_Adv,CAREC_M_Adv,CARES_Adv,CML2RI_Adv,flesch_reading_ease_Adv,flesch_kincaid_grade_score_Adv,gunning_fog_index_Adv,coleman_liau_index_Adv,smog_index_Adv,dale_chall_score_Adv,ARI_Adv,linsear_formula_Adv,difficult_words_count_Adv,syllable_count_Adv,lexicon_count_Adv,sentence_count_Adv,char_count_Adv,letter_count_Adv,polysyllabcount_Adv,monosyllabcount_Adv,fernansex_huerta_Adv,szigriszt_pazos_Adv,gutierrez_polini_Adv,crawford_Adv,cpidr_density_Adv,depid_density_Adv,max_embedding_depth_Adv,avg_embedding_depth_Adv,mean_entropy_Adv,mean_entropy_sents_Adv,word_length_Adv,wordFreq_frequency_Adv,gpt2_surprisal_Adv,Wordfreq_Frequency_Adv,Length_Adv,CAREC_Ele,CAREC_M_Ele,CARES_Ele,CML2RI_Ele,flesch_reading_ease_Ele,flesch_kincaid_grade_score_Ele,gunning_fog_index_Ele,coleman_liau_index_Ele,smog_index_Ele,dale_chall_score_Ele,ARI_Ele,linsear_formula_Ele,difficult_words_count_Ele,syllable_count_Ele,lexicon_count_Ele,sentence_count_Ele,char_count_Ele,letter_count_Ele,polysyllabcount_Ele,monosyllabcount_Ele,fernansex_huerta_Ele,szigriszt_pazos_Ele,gutierrez_polini_Ele,crawford_Ele,cpidr_density_Ele,depid_density_Ele,max_embedding_depth_Ele,avg_embedding_depth_Ele,mean_entropy_Ele,mean_entropy_sents_Ele,word_length_Ele,wordFreq_frequency_Ele,gpt2_surprisal_Ele,Wordfreq_Frequency_Ele,Length_Ele
1_8_2,220,0.07214999999999999,0.05615000000000003,0.17820927071878317,-3.3736009541666694,-24.03,5.100000000000001,4.150000000000002,3.08,0.0,0.9299999999999997,6.100000000000001,5.5,5.0,17.0,7.0,0.0,56.0,53.0,2.0,2.0,-19.14,-18.11999999999999,-7.149999999999999,0.9000000000000004,0.012195121951219523,0.0,0.0,0.0,0.1065072086722525,0.1065072086722525,0.30372807017543835,0.026428909999999972,0.5067831723094192,0.32051130310216536,0.48276934858565035,9.890500805692483,3.3736009541666694,24.03,-7.0,-2.0,19.14,18.11999999999999,7.149999999999999,-0.026428909999999972,0.16851,0.31251,0.2968309026226444,-0.4816441041666692,29.86,19.3,21.28,13.88,0.0,11.83,24.5,25.5,13,64,41,1,221,214,5,27,69.02,68.59,30.22,3.7,0.5121951219512195,0.4285714285714285,5,5.0,5.906069168238809,5.906069168238809,4.645833333333333,0.30033358,4.223656456355245,10.662864892048853,5.218063466232709,0.09636,0.25636,0.1186216319038612,2.89195685,53.89,14.2,17.13,10.8,0.0,10.9,18.4,20.0,8,47,34,1,165,161,3,25,88.16,86.71,37.37,2.8,0.5,0.4285714285714285,5,5.0,5.799561959566557,5.799561959566557,4.342105263157895,0.27390467,3.716873284045826,10.342353588946688,4.735294117647059
1_8_2,222,-0.10905000000000001,-0.10954000000000003,0.009522733095810396,-1.2918295683333418,-1.019999999999996,0.3000000000000007,0.39999999999999947,0.5899999999999999,0.0,0.7400000000000002,1.0,1.5,1.0,1.0,1.0,0.0,7.0,6.0,0.0,1.0,-1.0200000000000102,0.45000000000000284,-0.8299999999999983,0.0,0.0444444444444444,0.1111111111111111,1.0,1.0,0.37117852452899047,0.37117852452899047,0.10789473684210549,0.0048356000000001065,0.6576501569804827,0.10744874936515103,0.03759031439172045,33.865774913753825,1.2918295683333418,1.019999999999996,-1.0,-1.0,1.0200000000000102,-0.45000000000000284,0.8299999999999983,-0.0048356000000001065,0.0917,0.25303,0.0324884766136533,1.0078847416666503,69.11,8.3,7.6,12.36,0.0,7.9,12.6,10.5,3,27,19,1,99,97,1,12,103.46,99.3,39.03,2.5,0.6,0.5,3,3.0,6.9440735619308045,6.9440735619308045,4.95,0.230281227,4.4914675660279775,10.11563468226264,5.093145869947276,0.20075,0.36257,0.0229657435178429,2.299714309999992,70.13,8.0,7.2,11.77,0.0,7.16,11.6,9.0,2,26,18,1,92,91,1,11,104.48,98.85,39.86,2.5,0.5555555555555556,0.3888888888888889,2,2.0,6.572895037401814,6.572895037401814,4.842105263157895,0.2254456269999999,3.833817409047495,10.008185932897488,5.055555555555555
1_8_2,223,0.08098,0.09348,0.012985981253619605,0.14782833333332945,-7.439999999999998,0.7999999999999989,-0.3999999999999986,-0.009999999999999787,0.0,0.040000000000000036,-0.1999999999999993,-1.0,1.0,0.0,-1.0,0.0,-4.0,-4.0,0.0,-2.0,-4.97999999999999,-3.0600000000000023,-0.0899999999999963,0.2999999999999998,0.07509881422924902,-0.01976284584980237,0.0,0.0,0.1607228607194955,0.1607228607194955,0.021538461538461284,-0.0027457999999999927,0.24178008261052053,-0.9777099992150013,0.2537878787878789,58.13724747474748,-0.14782833333332945,7.439999999999998,1.0,2.0,4.97999999999999,3.0600000000000023,0.0899999999999963,0.0027457999999999927,-0.02508,0.14492,-0.0470100487262947,2.9712350733333253,57.61,10.7,8.8,12.01,0.0,6.88,14.0,13.0,2,33,22,1,114,111,2,13,94.4,91.39,38.56,3.0,0.7272727272727273,0.5454545454545454,3,3.0,6.097992377286949,6.097992377286949,4.56,0.0830255,4.002267452803525,10.789663588002277,5.045454545454546,-0.10606,0.05144,-0.0599960299799143,2.823406739999996,65.05,9.9,9.2,12.02,0.0,6.84,14.2,14.0,1,33,23,1,118,115,2,15,99.38,94.45,38.65,2.7,0.6521739130434783,0.5652173913043478,3,3.0,5.937269516567453,5.937269516567453,4.538461538461538,0.0857713,3.7604873701930046,11.767373587217278,4.791666666666667
1_8_3,224,0.025129999999999993,0.025130000000000013,0.026259551282051694,-1.3440032230769177,8.459999999999994,-1.200000000000001,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,6.0,3.1200000000000045,0.0,-0.30000000000000027,0.0,0.0,-2.0,-2.0,0.179687121057027,0.179687121057027,0.0,-8.895999999991577e-05,0.1748860287845435,0.273185014450954,0.005342237061769062,3.108427935447992,1.3440032230769177,-8.459999999999994,-0.0,-0.0,-6.0,-3.1200000000000045,-0.0,8.895999999991577e-05,0.08739,0.26139,-0.0508395807768867,4.321099446153852,68.1,8.7,10.0,10.56,0.0,7.79,11.4,12.0,2,28,20,1,97,96,2,14,102.44,99.62,41.64,2.4,0.6,0.55,4,4.0,6.432616243550903,6.432616243550903,4.619047619047619,0.17796104,4.504666060209274,10.273039709326921,4.8,0.06226,0.23626,-0.0770991320589384,5.6651026692307695,59.64,9.9,12.0,10.56,0.0,7.79,11.4,13.0,2,29,20,1,97,96,3,14,96.44,96.5,41.64,2.7,0.6,0.55,6,6.0,6.252929122493876,6.252929122493876,4.619047619047619,0.1780499999999999,4.329780031424731,9.999854694875967,4.794657762938231
1_8_3,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03022605515833865,0.0,0.0,-22.132352941176464,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11897,0.01576,-0.0897324763184393,6.332274138888884,70.81,11.8,14.78,4.48,0.0,8.11,13.7,20.0,2,41,34,1,131,124,3,30,100.16,97.71,47.92,1.9,0.6764705882352942,0.5882352941176471,11,11.0,5.264626693876908,5.264626693876908,3.2195121951219514,0.2385025,3.383600751622854,9.933699314313385,3.6470588235294117,-0.11897,0.01576,-0.0897324763184393,6.332274138888884,70.81,11.8,14.78,4.48,0.0,8.11,13.7,20.0,2,41,34,1,131,124,3,30,100.16,97.71,47.92,1.9,0.6764705882352942,0.5882352941176471,11,11.0,5.264626693876908,5.264626693876908,3.2195121951219514,0.2385025,3.4138268067811928,9.933699314313385,3.6470588235294117
1_8_3,226,0.06135999999999997,0.05936000000000008,0.0735114156814338,-3.726583336666664,-26.4,3.9000000000000004,3.7300000000000004,4.309999999999999,0.0,1.1500000000000004,4.300000000000001,1.5,1.0,4.0,1.0,0.0,13.0,11.0,1.0,0.0,-19.02000000000001,-17.439999999999998,-6.549999999999997,1.6,0.05555555555555558,0.06944444444444442,0.0,0.0,-0.9458274779128777,-0.9458274779128777,0.032467532467532756,2.4500000000003685e-05,0.864569221519762,0.3854488482255256,0.6388888888888893,76.03194444444443,3.726583336666664,26.4,-1.0,-0.0,19.02000000000001,17.439999999999998,6.549999999999997,-2.4500000000003685e-05,0.4416,0.6276,0.0790253712991952,4.458937183333333,36.96,10.3,16.93,15.11,0.0,11.1,13.4,6.5,4,17,9,1,58,53,3,5,83.66,80.16,34.93,3.6,0.5555555555555556,0.4444444444444444,1,1.0,6.783704121999127,6.783704121999127,4.214285714285714,0.0425169269,6.26933837764793,12.233267939404763,5.888888888888889,0.38024,0.56824,0.0055139556177614,8.185520519999997,63.36,6.4,13.2,10.8,0.0,9.95,9.1,5.0,3,13,8,1,45,42,2,5,102.68,97.6,41.48,2.0,0.5,0.375,1,1.0,7.729531599912005,7.729531599912005,4.181818181818182,0.0424924269,5.404769156128168,11.847819091179238,5.25
1_8_3,227,-0.08397000000000002,-0.09397,0.0256240038115729,-1.4531350710869688,-15.570000000000004,3.9000000000000004,3.919999999999998,0.120000000000001,0.0,0.629999999999999,3.5,5.5,2.0,15.0,7.0,0.0,39.0,37.0,2.0,4.0,-13.139999999999986,-13.459999999999994,-2.1700000000000017,0.6999999999999997,-0.004357298474945481,0.0071428571428571175,-1.0,-1.0,-0.06123349203872763,-0.06123349203872763,-0.13846153846153886,0.04335712000000001,-0.33625769251152793,0.04892235569386827,0.18601860186018548,36.29659465946594,1.4531350710869688,15.570000000000004,-7.0,-4.0,13.139999999999986,13.459999999999994,2.1700000000000017,-0.04335712000000001,0.1321,0.2861,0.0863114441570204,-2.313758226086968,21.06,18.5,20.47,14.57,0.0,11.02,21.5,22.5,8,58,33,1,185,178,6,17,65.18,64.34,31.33,4.6,0.5882352941176471,0.5428571428571428,3,3.0,5.929020036880499,5.929020036880499,4.794871794871795,0.12711046,4.601280018348586,11.724232650486632,5.393939393939394,0.21607,0.38007,0.0606874403454475,-0.860623154999999,36.63,14.6,16.55,14.45,0.0,10.39,18.0,17.0,6,43,26,1,146,141,4,13,78.32,77.8,33.5,3.9,0.5925925925925926,0.5357142857142857,4,4.0,5.990253528919227,5.990253528919227,4.933333333333334,0.08375334,4.937537710860114,11.675310294792764,5.207920792079208
1_8_3,228,0.03048,0.036760000000000015,0.0819212991808906,-0.8818376892543824,-8.11999999999999,3.0999999999999996,4.280000000000001,1.1600000000000001,0.0,1.6400000000000006,5.0,4.0,3.0,10.0,8.0,0.0,45.0,43.0,0.0,8.0,-8.16000000000001,-8.590000000000003,-4.740000000000002,0.19999999999999996,-0.04566635601118352,0.0186393289841566,-3.0,-3.0,-0.42220020450057305,-0.42220020450057305,0.1092318534179002,0.1008116,-0.08594316551097991,-0.1958902546526815,0.18428083255669403,-0.596241068654848,0.8818376892543824,8.11999999999999,-8.0,-8.0,8.16000000000001,8.590000000000003,4.740000000000002,-0.1008116,0.04983,0.19278,0.0717695230135554,3.6024303791666625,67.76,13.0,15.88,10.28,0.0,8.89,19.7,19.5,5,45,37,1,178,172,1,32,97.1,94.06,37.16,2.0,0.5405405405405406,0.4324324324324324,3,3.0,5.155170053207258,5.155170053207258,4.1395348837209305,0.3596235,3.1109142204954265,9.886750415475303,4.648648648648648,0.01935,0.15602,-0.0101517761673352,4.484268068421045,75.88,9.9,11.6,9.12,0.0,7.25,14.7,15.5,2,35,29,1,133,129,1,24,105.26,102.65,41.9,1.8,0.5862068965517241,0.4137931034482758,6,6.0,5.577370257707831,5.577370257707831,4.03030303030303,0.2588119,3.1968573860064065,10.082640670127985,4.464367816091954
1_8_4,230,0.047229999999999994,0.04442,0.0005854206783090093,-1.191511384148157,-1.009999999999998,0.40000000000000213,0.34999999999999787,0.9300000000000015,0.0,0.3800000000000008,1.3000000000000007,0.5,0.0,2.0,1.0,0.0,11.0,11.0,0.0,0.0,-1.019999999999996,-1.9399999999999977,-1.8900000000000006,0.10000000000000009,-0.012195121951219523,-0.009291521486643528,0.0,0.0,-0.019533824181327653,-0.019533824181327653,0.14498299319727836,0.022874899999999976,-0.08271803693892821,0.12270382209707442,0.15445712808009127,27.375436230866796,1.191511384148157,1.009999999999998,-1.0,-0.0,1.019999999999996,1.9399999999999977,1.8900000000000006,-0.022874899999999976,0.02583,0.16102,0.0783808685168095,6.101920051851849,45.77,17.3,18.7,9.71,0.0,7.98,21.6,24.5,3,58,42,1,196,189,3,29,80.0,78.8,36.85,2.9,0.5,0.3809523809523809,4,4.0,5.3772427001255165,5.3772427001255165,4.040816326530612,0.389673,4.034843342065164,10.39191452295899,4.392552366175329,-0.0214,0.1166,0.0777954478385005,7.293431436000006,46.78,16.9,18.35,8.78,0.0,7.6,20.3,24.0,3,56,41,1,185,178,3,29,81.02,80.74,38.74,2.8,0.5121951219512195,0.3902439024390244,4,4.0,5.396776524306844,5.396776524306844,3.8958333333333335,0.3667981,4.117561379004092,10.269210700861915,4.238095238095238
1_8_4,231,0.11066000000000001,0.11466000000000001,-0.0157780233002991,-3.1312680791666665,-11.850000000000001,0.3999999999999986,0.3999999999999986,3.9299999999999997,0.0,2.280000000000001,1.700000000000001,-0.5,2.0,-2.0,-5.0,0.0,-1.0,-5.0,2.0,-6.0,-6.8999999999999915,-8.289999999999992,-5.299999999999997,0.8999999999999999,0.061538461538461486,0.0407407407407408,-4.0,-4.0,0.633536565180667,0.633536565180667,0.27697441601779715,-0.08437640000000002,1.6464594617486004,0.8585541662322118,0.7266666666666666,60.130666666666656,3.1312680791666665,11.850000000000001,5.0,6.0,6.8999999999999915,8.289999999999992,5.299999999999997,0.08437640000000002,0.07524,0.24324,0.0438834859484279,0.3896455333333293,37.64,14.2,16.4,14.1,0.0,10.56,17.3,17.5,6,42,25,1,139,134,5,14,79.34,77.17,34.46,4.0,0.4615384615384615,0.4074074074074074,2,2.0,5.858800833210089,5.858800833210089,4.793103448275862,0.2938898,4.373708596080542,10.673448945267442,5.36,-0.03542,0.12858,0.059661509248727,3.520913612499996,49.49,13.8,16.0,10.17,0.0,8.28,15.6,18.0,4,44,30,1,140,139,3,20,86.24,85.46,39.76,3.1,0.4,0.3666666666666666,6,6.0,5.225264268029422,5.225264268029422,4.516129032258065,0.3782662,2.7272491343319416,9.81489477903523,4.633333333333334
1_8_4,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10560481268912536,0.0,0.0,-4.438888888888897,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.05242,0.19642,0.1563528043627662,1.8134435666666635,49.49,13.8,17.33,11.15,0.0,10.39,17.1,19.0,7,45,30,1,150,144,4,22,86.24,83.39,38.14,3.3,0.4,0.4193548387096774,3,3.0,5.710431704428281,5.710431704428281,4.222222222222222,0.26938739,3.5961553938686848,10.550294489754352,4.8,0.05242,0.19642,0.1563528043627662,1.8134435666666635,49.49,13.8,17.33,11.15,0.0,10.39,17.1,19.0,7,45,30,1,150,144,4,22,86.24,83.39,38.14,3.3,0.4,0.4193548387096774,3,3.0,5.710431704428281,5.710431704428281,4.222222222222222,0.26938739,3.70176020655781,10.550294489754352,4.8
1_8_4,233,0.04451,0.028120000000000006,0.019429699065907302,-2.9765438229813554,-15.569999999999997,3.8999999999999986,3.3900000000000006,1.8000000000000007,0.0,0.6600000000000001,4.800000000000001,6.5,3.0,15.0,7.0,0.0,47.0,45.0,3.0,3.0,-13.140000000000008,-12.110000000000007,-4.930000000000003,0.40000000000000036,0.08169533169533172,0.02641277641277645,1.0,1.0,0.07205909586768122,0.07205909586768122,0.14845938375350087,0.02684217,0.41136986165944966,0.41380295697278235,0.25603396258943256,34.89695356722123,2.9765438229813554,15.569999999999997,-7.0,-3.0,13.140000000000008,12.110000000000007,4.930000000000003,-0.02684217,0.02734,0.15826,0.0906965225571744,1.3098014857143028,19.37,21.2,25.57,13.3,0.0,10.91,25.2,31.5,12,74,43,1,229,220,10,28,60.98,56.62,30.52,4.5,0.5681818181818182,0.4318181818181818,3,3.0,5.713971161193855,5.713971161193855,4.529411764705882,0.24257181,3.7341373245512868,10.50628390320777,5.117145073700543,-0.01717,0.13014,0.0712668234912671,4.286345308695658,34.94,17.3,22.18,11.5,0.0,10.25,20.4,25.0,9,59,36,1,182,175,7,25,74.12,68.73,35.45,4.1,0.4864864864864865,0.4054054054054054,2,2.0,5.641912065326173,5.641912065326173,4.380952380952381,0.21572964,3.322767462891837,10.092480946234987,4.861111111111111
1_8_5,234,0.10371,0.08837,0.17882532507905222,-2.3591866880952352,-3.04999999999999,1.1999999999999993,0.9800000000000004,3.7799999999999994,0.0,0.9000000000000004,4.299999999999999,1.5,0.0,5.0,3.0,0.0,27.0,27.0,0.0,3.0,-3.0600000000000023,-4.929999999999993,-6.8700000000000045,0.19999999999999973,0.025454545454545507,0.1618181818181818,2.0,2.0,-0.15627436185146593,-0.15627436185146593,0.5869565217391304,-0.02616359999999998,0.44785804645581617,0.8443263504153666,0.5999999999999996,77.13387878787879,2.3591866880952352,3.04999999999999,-3.0,-3.0,3.0600000000000023,4.929999999999993,6.8700000000000045,0.02616359999999998,0.15113,0.30979,0.1495347097692258,2.503533028571418,63.02,10.7,11.6,9.7,0.0,9.93,13.1,15.5,2,36,25,1,117,115,3,20,97.34,92.12,41.83,2.8,0.48,0.48,5,5.0,6.343309554734617,6.343309554734617,4.5,0.1688291956,5.2106425261497495,11.09975554415043,4.6,0.04742,0.22142,-0.0292906153098264,4.862719716666653,66.07,9.5,10.62,5.92,0.0,9.03,8.8,14.0,2,31,22,1,90,88,3,17,100.4,97.05,48.7,2.6,0.4545454545454545,0.3181818181818182,3,3.0,6.499583916586083,6.499583916586083,3.9130434782608696,0.1949927956,4.762784479693933,10.255429193735063,4.0
1_8_5,235,-0.07022,-0.06822,0.058823511334958584,0.08061156821052129,-6.09,2.3999999999999986,3.5199999999999996,0.16999999999999993,0.0,1.1799999999999997,3.1000000000000014,4.0,4.0,10.0,6.0,0.0,36.0,35.0,1.0,3.0,-6.1200000000000045,-6.0,-2.4400000000000013,0.10000000000000053,-0.045588235294117596,-0.0911764705882353,0.0,0.0,-0.6805014661832498,-0.6805014661832498,0.0012285012285015995,-0.005641189999999963,-0.5756393744021926,0.40538383558803304,0.034965034965035,16.600777000777015,-0.08061156821052129,6.09,-6.0,-3.0,6.1200000000000045,6.0,2.4400000000000013,0.005641189999999963,0.1142,0.2522,0.1893059178698528,-1.0467728160000078,23.43,19.7,22.78,16.02,0.0,11.24,25.3,28.5,11,65,39,1,226,220,9,25,65.06,64.0,26.83,4.2,0.425,0.35,5,5.0,5.752505145738366,5.752505145738366,5.136363636363637,0.2818423526,4.515051990222091,11.521219969033565,5.641025641025641,0.18442,0.32042,0.1304824065348942,-1.1273843842105291,29.52,17.3,19.26,15.85,0.0,10.06,22.2,24.5,7,55,33,1,190,185,8,22,71.18,70.0,29.27,4.1,0.4705882352941176,0.4411764705882353,5,5.0,6.433006611921615,6.433006611921615,5.135135135135135,0.2874835426,5.090691364624283,11.115836133445532,5.606060606060606
1_8_5,236,0.03708,0.02848999999999996,0.059561733834359594,-2.83669900666667,-25.040000000000006,5.5,4.01,2.33,0.0,1.6700000000000008,5.5,5.0,4.0,17.0,8.0,0.0,47.0,46.0,1.0,0.0,-20.159999999999997,-20.319999999999993,-6.18,1.1,0.06349206349206349,-0.011904761904761807,1.0,1.0,-0.17346880340272008,-0.17346880340272008,0.32683982683982693,0.02489276999999998,0.10729435751489946,0.7638530382868396,0.34920634920634885,10.364303350970005,2.83669900666667,25.040000000000006,-8.0,-0.0,20.159999999999997,20.319999999999993,6.18,-0.02489276999999998,0.13388,0.28279,0.0995415070353541,2.056557820000002,44.41,15.8,16.29,9.82,0.0,8.98,18.5,20.5,7,51,35,1,167,160,3,23,81.14,81.06,38.61,3.1,0.5277777777777778,0.4166666666666667,5,5.0,5.453914739397968,5.453914739397968,4.023809523809524,0.23938267,3.9540027616803335,10.297477225616673,4.571428571428571,0.0968,0.2543,0.0399797732009945,4.893256826666672,69.45,10.3,12.28,7.49,0.0,7.31,13.0,15.5,3,34,27,1,120,114,2,23,101.3,101.38,44.79,2.0,0.4642857142857143,0.4285714285714285,4,4.0,5.627383542800688,5.627383542800688,3.696969696969697,0.2144899,3.846708404165434,9.533624187329833,4.222222222222222
1_9_1,237,0.08518999999999999,0.09947,-0.0223544547635652,-3.4749242807692386,-10.490000000000009,1.9000000000000004,0.6199999999999992,1.04,0.0,2.0299999999999994,1.700000000000001,2.0,2.0,5.0,2.0,0.0,12.0,12.0,1.0,0.0,-8.039999999999992,-8.799999999999997,-2.4200000000000017,0.7000000000000002,-0.006211180124223614,0.049689440993788914,0.0,0.0,0.45175830894766555,0.45175830894766555,0.3383333333333334,0.012202590000000013,0.7619690299798751,0.49240489432187395,0.1772727272727277,-12.60530303030302,3.4749242807692386,10.490000000000009,-2.0,-0.0,8.039999999999992,8.799999999999997,2.4200000000000017,-0.012202590000000013,0.01469,0.18869,-0.0673766130810652,6.650906469230762,66.07,9.5,10.62,7.25,0.0,9.03,10.3,13.0,5,31,22,1,97,93,2,15,100.4,97.05,46.5,2.6,0.5652173913043478,0.4782608695652174,2,2.0,6.071116757120098,6.071116757120098,3.88,0.09073179,4.455778309630907,10.302043594147406,4.2272727272727275,-0.0705,0.08922,-0.0450221583175,10.12583075,76.56,7.6,10.0,6.21,0.0,7.0,8.6,11.0,3,26,20,1,85,81,1,15,108.44,105.85,48.92,1.9,0.5714285714285714,0.4285714285714285,2,2.0,5.619358448172433,5.619358448172433,3.5416666666666665,0.0785292,3.693809279651032,9.809638699825532,4.05
1_9_1,238,0.08004,0.06603999999999999,0.083483467056399,-5.234720953888889,-31.47,5.8999999999999995,6.969999999999999,2.8000000000000007,0.0,1.0500000000000007,4.9,7.0,7.0,28.0,12.0,0.0,79.0,77.0,6.0,5.0,-24.120000000000005,-22.02000000000001,-5.839999999999996,1.6999999999999997,-0.00952380952380949,0.038095238095238126,-1.0,-1.0,-0.6548509168779386,-0.6548509168779386,0.24320652173913082,0.12114315299999998,-0.02571778037097472,0.29447473331614127,0.3857142857142861,4.519047619047626,5.234720953888889,31.47,-12.0,-5.0,24.120000000000005,22.02000000000001,5.839999999999996,-0.12114315299999998,0.22883,0.37683,0.2580025902557177,-4.179235488888892,41.7,12.7,16.97,14.33,0.0,13.33,15.3,15.0,16,71,42,2,234,229,9,26,83.42,80.52,34.96,3.9,0.3571428571428571,0.4047619047619047,2,2.0,5.812753465340688,5.812753465340688,5.086956521739131,0.347453374,3.9770854186222313,11.220858654551463,5.4523809523809526,0.14879,0.31079,0.1745191231993187,1.0554854649999967,73.17,6.8,10.0,11.53,0.0,12.28,10.4,8.0,9,43,30,2,155,152,3,21,107.54,102.54,40.8,2.2,0.3666666666666666,0.3666666666666666,3,3.0,6.467604382218626,6.467604382218626,4.84375,0.226310221,4.002803198993206,10.926383921235322,5.066666666666666
1_9_1,239,0.09236000000000003,0.09686,0.1261168928921853,-4.5564604782456115,-20.98,3.9000000000000004,5.600000000000001,3.4300000000000015,0.0,2.4400000000000013,4.499999999999998,5.0,5.0,12.0,4.0,0.0,36.0,35.0,3.0,0.0,-16.08,-18.539999999999992,-6.650000000000002,1.3000000000000003,-0.025000000000000022,0.033333333333333326,1.0,1.0,-0.587636881835218,-0.587636881835218,0.4416873449131513,-0.012620260000000008,0.21899372811118756,0.8883578134913908,0.541666666666667,22.891111111111115,4.5564604782456115,20.98,-4.0,-0.0,16.08,18.539999999999992,6.650000000000002,0.012620260000000008,0.27066,0.43266,0.2011766491057817,-5.064597531578947,30.2,15.0,19.6,18.05,0.0,13.38,20.4,18.0,12,44,24,1,152,145,6,11,74.36,68.62,28.2,4.7,0.375,0.3333333333333333,3,3.0,4.975974903257333,4.975974903257333,4.903225806451613,0.0782894,3.912911974514524,12.284194331305613,6.041666666666667,0.1783,0.3358,0.0750597562135964,-0.5081370533333356,51.18,11.1,14.0,14.62,0.0,10.94,15.9,13.0,7,32,20,1,116,110,3,11,90.44,87.16,34.85,3.4,0.4,0.3,2,2.0,5.563611785092551,5.563611785092551,4.461538461538462,0.09090966,3.6939182464033364,11.395836517814223,5.5
1_9_2,240,0.0046099999999999995,0.023609999999999992,0.1066775913918836,-4.970660513636346,-12.520000000000003,2.799999999999999,3.0500000000000007,0.05999999999999961,0.0,-0.009999999999999787,1.5,2.5,2.0,15.0,8.0,0.0,30.0,31.0,1.0,5.0,-10.079999999999998,-9.879999999999995,-1.0600000000000023,0.6000000000000001,0.01383647798742138,-0.05004101722723542,0.0,0.0,0.007187768600759092,0.007187768600759092,0.02564102564102555,0.10983629000000003,-0.22620834825439395,-0.5683371095708161,-0.03350237717908122,-3.4214527205494107,4.970660513636346,12.520000000000003,-8.0,-5.0,10.079999999999998,9.879999999999995,1.0600000000000023,-0.10983629000000003,-0.02159,0.12408,0.0578938940235111,4.702988322727272,63.02,10.7,12.4,6.56,0.0,9.93,11.3,14.0,9,69,50,2,215,203,3,37,97.34,95.86,47.07,2.5,0.5471698113207547,0.4716981132075472,3,3.0,5.226814234586313,5.226814234586313,3.583333333333333,0.30036913118,4.623838962763548,10.651031667229582,4.06,-0.0262,0.10047,-0.0487836973683725,9.673648836363618,75.54,7.9,9.35,6.5,0.0,9.94,9.8,11.5,7,54,42,2,185,172,2,32,107.42,105.74,48.13,1.9,0.5333333333333333,0.5217391304347826,3,3.0,5.219626465985554,5.219626465985554,3.5576923076923075,0.19053284118,4.850047311017942,11.219368776800398,4.093502377179081
