Unnamed: 0,unique_paragraph_id,text,level,text_id,PLL_bert-base-uncased,PLL_roberta-large,PLL_roberta-base,PLL_bert-large-uncased,PLL_bert-base-cased
10,1_10_Ele_4,"The sales tax break was created to help people on islands survive when lots of people were emigrating. Islands that are popular with tourists, such as Mykonos, fear that losing the tax break will make things very hard for them. But, for Agios Efstratios, it is a much bigger problem. ""If we have to pay a tax of 23%, we will all die on the island,"" says Kakali. Food and fuel are already more expensive than on mainland Greece. Even in summer, the island has only three shops, two restaurants and not one official hotel. ""This is an expensive island. Everything, even milk or bread, has been bought and sold three or four times by middlemen before it gets to us and so is very expensive,"" said Provatas Costas, a 58-year-old fisherman.",Ele,1_10_4,273.7357788085937,187.06109619140625,240.1320953369141,261.1746520996094,271.1852111816406
11,1_10_Ele_5,"Things are also difficult for the island of Lemnos, the closest large neighbor of Agios Efstratios. People saw the islands as remote for years partly because the only way to get there was by slow and unreliable ferries. In 2015, they finally had new, efficient ferries and this brought many new visitors to explore these islands. But, then, the bank controls began. ""This season started as the best season in 30 years and, in one week, it became the worst,"" said Atzamis Konstantinos, a travel agent in Lemnos.",Ele,1_10_5,253.9874267578125,153.15872192382812,181.96514892578125,248.554916381836,278.57855224609375
12,1_10_Ele_6,"Lemnos has wild beaches, where you can swim and sunbathe almost alone, a small nightlife scene and many cultural sites. Lemnos is the eighth largest island in Greece so it will have to pay the first round of tax increases in autumn 2015. But Lemnos is far less wealthy than many smaller islands. It has just over 3,000 beds for visitors - Rhodes, for example, has tens of thousands of beds. ""We have been suffering economically in recent years and now we will suffer more,"" said Lemnos Mayor, Dimitris Marinakis.",Ele,1_10_6,198.3421630859375,114.91587829589844,137.3165740966797,188.9257049560547,189.85720825195312
13,1_10_Ele_7,"If taxes go up, more young people will leave, warns Mayor Kakali. Because it is one of the smallest islands, Agios Efstratios will not have to pay the tax increase until 2017. And Kakali hopes the political situation in Greece will change before then. But, if not, she plans to travel to Athens to remind the distant government what the tax rise would cost. ""The government doesn't pay much attention to the islands of the north Aegean,"" she said, ""so I would take all the kids from our school to the gates of parliament, to tell them: 'There is still life in these islands'.""",Ele,1_10_7,219.2882843017578,133.87620544433594,153.97825622558594,207.7057342529297,219.95111083984375
14,1_1_Adv_1,"Unveiling a car with a top speed of 25mph, two seats and no pedals or steering wheel might not make much of an impression at a motor show. But Google, in the US, sent a minor earthquake through the car and taxi industries as it unveiled the latest version of its driverless car. The electrically powered vehicle, which Google has begun testing around its headquarters in Mountain View, California, dispenses with all the normal controls, including foot pedals. Instead, it has a smartphone app that summons it and tells it the destination, and a single STOP button mounted between the two front-facing seats in case the occupants need to override the computer.",Adv,1_1_1,249.59263610839844,104.00358581542967,158.43008422851562,212.70999145507807,259.2825927734375
15,1_1_Adv_2,"The car, in fact, takes over all the tasks of navigation, steering, acceleration and braking. The company is building about 100 prototypes for a two-year test. The company's co-founder, Sergey Brin, told a conference in California that the vehicle was ""still in the prototype stage"" but that the project was ""about changing the world for people who are not well served by transportation today."" He said of the car: ""You're just sitting there; no steering wheel, no pedals. For me, it was very relaxing. About ten seconds after getting in, I forgot I was there. It reminded me of catching a chairlift by yourself - a bit of solitude I found really enjoyable.""",Adv,1_1_2,204.7372589111328,102.46800231933594,125.26541137695312,180.7301788330078,211.79844665527344
16,1_1_Adv_3,"Google says that the principal aim of the project is to improve safety and that, because the car is constructed with impact-absorbing foam at the front and a plastic windscreen, ""it should be far safer than any other car for pedestrians"". The cars, which have been built specially by a company (as yet unnamed) in Detroit, will be used to investigate further how best to make driverless vehicles work. Google will now run a program to test the cars further, which are not yet for sale.",Adv,1_1_3,131.34890747070312,88.92659759521484,111.35675811767578,125.57518768310548,147.48541259765625
17,1_1_Adv_4,"One challenge is creating high-definition scans of the roads and surroundings before the cars can drive along them because they cannot gather and process enough information in real time. So far, there are high-detail maps of about 2,000 miles of California's roads, but the state has more than 170,000 miles of public roads. Google says it is interested in licensing the technology to traditional vehicle manufacturers once it has refined it sufficiently. Members of the team had been working on the project even before joining Google, for more than a decade.",Adv,1_1_4,153.6888427734375,92.56509399414062,104.27045440673828,139.2940673828125,136.11273193359375
18,1_1_Adv_5,"But the prospect of driverless cars replacing human-driven taxis has been the cause of some alarm. ""If you get rid of the driver, then they're unemployed,"" said Dennis Conyon, the south-east director for the UK National Taxi Association. ""It would have a major impact on the labor force."" London has about 22,000 licensed cabs and Conyon estimates that the total number of people who drive taxis for hire in the UK is about 100,000.",Adv,1_1_5,139.04248046875,76.5699234008789,95.75401306152344,141.38626098632812,154.52157592773438
19,1_1_Adv_6,"However, Steve McNamara, general secretary of the 10,500-strong London Taxi Drivers' Association, said: ""You won't get these driverless cars in London for 20 or 25 years. Maybe, by then, they'll have a charge point - because there isn't a single one in London now."" Other car makers, including Volvo, Ford and Mercedes, are working on driver-assisted vehicles, which, unlike Google's version, do not dispense with the driver controls. But Chris Urmson, director of the self-driving car project at Google, said that the new prototypes dispensed with the steering wheel and brakes because there was no guarantee that a human occupant would be able to take over in an emergency, and that it was simpler just to have an emergency stop button.",Adv,1_1_6,269.0272827148437,154.71902465820312,182.534912109375,234.0162811279297,283.14044189453125
20,1_1_Adv_7,"Urmson said: ""The vehicles will be very basic. We want to learn from them and adapt them as quickly as possible. But they will take you where you want to go at the push of a button. And, that's an important step towards improving road safety and transforming mobility for millions of people."" So far, the Google versions of the self-driving cars have covered 700,000 miles without an accident caused by the computer. The company points out that thousands of people die each year on the roads and that about 80% of crashes can be ascribed to human error. But, they could have some way to go to match Conyon at the National Taxi Association. Aged 79, he has been driving a taxi for 50 years and claims never to have had an accident.",Adv,1_1_7,223.01870727539065,139.5928192138672,166.47296142578125,212.32058715820312,239.40283203125
21,1_1_Ele_1,"A car with a maximum speed of 25 miles per hour, two seats and no pedals or steering wheel does not sound very interesting. But Google, in the US, shocked the car and taxi industries when it unveiled the latest version of its driverless car. Google has begun testing the electric car at its headquarters in Mountain View, California. The car does not have all the normal car controls, such as foot pedals. Instead, it has a smartphone app that calls it and tells it the destination, and a STOP button between the two seats in case the passengers need to override the computer.",Ele,1_1_1,151.2857666015625,89.90908813476562,105.07894897460938,141.17364501953125,165.09068298339844
22,1_1_Ele_2,"The company is building about 100 prototypes for a two-year test. The company's co-founder, Sergey Brin, said that the vehicle was still just a prototype. He says that they want to change the world for people who do not find it easy to use transportation today. Talking about the car, he said, ""You're just sitting there; no steering wheel, no pedals. For me, it was very relaxing. About ten seconds after getting into the car, I forgot I was there. I found it really fun.""",Ele,1_1_2,130.53968811035156,66.2988510131836,86.41523742675781,107.54764556884766,121.1696548461914
23,1_1_Ele_3,"Google says that the aim of the project is to improve safety. They say that the car is made with foam at the front and a plastic windscreen, so ""it should be far safer than any other car for pedestrians."" The cars have been built specially by a company in Detroit. Google will now test the cars, which are not yet for sale.",Ele,1_1_3,87.97554016113281,54.1877555847168,67.5849838256836,83.93942260742188,94.49847412109375
24,1_1_Ele_4,"There need to be detailed scans of the roads before the cars can drive on them, because they cannot collect and process enough information in real time. So far, there are detailed maps of about 2,000 miles of California's roads, but California has more than 170,000 miles of roads. Google says it wants to license the technology to traditional car makers when they have improved it.",Ele,1_1_4,112.96954345703124,66.773681640625,79.12722778320312,113.27992248535156,106.74543762207031
25,1_1_Ele_5,"But the idea that driverless cars will replace taxis with human drivers has alarmed some people. Dennis Conyon from the UK National Taxi Association said that taxi drivers will become unemployed. London has about 22,000 taxis and Conyon thinks that the total number of people who drive taxis in the UK is about 100,000.",Ele,1_1_5,105.07154083251952,47.51676177978516,65.58370208740234,92.9844741821289,118.4446792602539
26,1_1_Ele_6,"Other car makers, including Volvo, Ford and Mercedes, are going to make vehicles that will be different from Google's version because they will have driver controls. But Chris Urmson, director of the driverless car project at Google, said that the new prototypes do not have a steering wheel or brakes because a human passenger might not be able to take control in an emergency. He said that it was simpler just to have an emergency stop button.",Ele,1_1_6,136.06605529785156,73.93634033203125,101.35059356689452,126.89752197265624,125.76605224609375
27,1_1_Ele_7,"Urmson said: ""The vehicles will be very basic. But they will take you where you want to go at the push of a button. And, that's an important step towards improving road safety and helping millions of people travel around more easily."" So far, the Google versions of the driverless cars have driven 700,000 miles without an accident caused by the computer. The company says that thousands of people die each year on the roads and that about 80% of crashes are caused by human mistakes.",Ele,1_1_7,137.30978393554688,87.99221801757812,98.6009292602539,122.82476806640624,135.4982452392578
28,1_2_Adv_1,"A nasal spray laced with the 'Love hormone' oxytocin could help children with autism learn to handle social situations better, US researchers claim. Scans of children with autistic spectrum disorder showed that a single dose of the chemical improved brain responses to facial expressions, a shift that could make social interactions feel more natural and rewarding for them. The scientists behind the research said a course of oxytocin might boost the success of behavioral therapies that are already used to help people with autism learn to cope with social situations. ""Over time, what you would expect to see is more appropriate social responding, being more interested in interacting with other people, more eye contact and more conversational ability,"" said Kevin Pelphrey, director of the Child Neuroscience Lab at Yale University.",Adv,1_2_1,321.1369934082031,148.6001434326172,171.5963897705078,287.43096923828125,359.1627197265625
29,1_2_Adv_2,"Autism is a developmental disorder seen in more than one in 100 people. The condition affects individuals in different ways, but is characterized by difficulties in social interaction and communication. So far, there is no effective treatment for the social problems caused by autism. Researchers at Yale have studied the brain chemical oxytocin as a potential treatment for the social impairments caused by autism because it plays a crucial role in bonding and trust. Results have been mixed, though: one recent study found no significant benefit for youths given the chemical over several days. But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used with therapies that encourage people with autism to engage more socially, he said.",Adv,1_2_2,255.11529541015625,110.17340850830078,118.08512878417967,235.0364532470703,269.06072998046875
30,1_2_Adv_3,"""Our study shows that oxytocin affects the brain and opens up the possibility that, when combined with behavioral treatments, it works like a social enhancer,"" he said. The scientists used a technique called functional MRI to scan the brains of 17 youths aged eight to 16 with autism while they looked at images of cars or the eyes of people expressing various emotions. The scans were given 45 minutes after the participants inhaled a placebo or oxytocin through a nasal spray. The scans showed that reward circuitry in the children's brains behaved more normally after a snort of oxytocin, being more active when the person was looking at faces and less active when viewing the inanimate cars. The study appears in the latest issue of the journal Proceedings of the National Academy of Sciences in the United States.",Adv,1_2_3,334.4780578613281,144.58428955078125,183.218505859375,294.1381225585937,330.2607727050781
31,1_2_Adv_4,"""If our study is replicated, it suggests that oxytocin might treat something for which we don't have a treatment in autism, and that's the core social motivation,"" Pelphrey told the Guardian. He warned that it was too early to use oxytocin as a treatment for the social difficulties caused by autism and cautioned against buying oxytocin from suppliers online. ""We don't want them running out on the basis of this study or any other and trying oxytocin at home. There is no telling what they are buying. We are nowhere near thinking this is a ready treatment. It needs more follow-up research,"" said Pelphrey. ""This is an important new study in identifying changes in brain activity in key regions of the brain involved in social cognition in autism following oxytocin administration,"" said Simon Baron-Cohen, director of the Autism Research Center at Cambridge University.",Adv,1_2_4,354.210693359375,142.4723663330078,189.21469116210932,339.9379577636719,359.1040954589844
32,1_2_Adv_5,"A surprising finding, however, is that oxytocin nasal spray did not change performance on the social cognitive task. Nor is it clear yet if oxytocin only has benefits for people with autism or has any unwanted side effects. Finally, oxytocin effects only last about 45 minutes, so there may be practical considerations as to whether this could be used as a treatment. ""From a scientific perspective, this study has a lot of evidence from animal and human work to justify serious attention, but more research is needed. Doctors should be cautious about the clinical potential of this hormone until we know much more about its benefits and risks, in much larger studies,"" said Simon Baron-Cohen.",Adv,1_2_5,265.4495544433594,148.18138122558594,183.37147521972656,206.3020782470703,249.58697509765625
33,1_2_Adv_6,"Uta Frith, who studies autism at University College London, said: ""According to this study, oxytocin may have the effect of making faces more interesting as assessed by greater activity in brain structures concerned with reward evaluation. Disappointingly, this effect is seen only in brain activity and not in behavior. Demonstrating an effect on behavior will be critical if nasal spray treatment is to be of any value.""",Adv,1_2_6,193.06271362304688,156.2457733154297,168.21624755859375,168.0479736328125,213.41558837890625
34,1_2_Ele_1,"American researchers say that a nasal spray containing the 'Love hormone' oxytocin could help children with autism behave more normally in social situations. Scans of autistic children showed that the chemical made the brain respond better to faces. This could make social interactions easier for them. The researchers said oxytocin might help other treatments that are used to help people with autism in social situations. ""Over time, there would be more normal social responding. Autistic people would be more interested in interacting with other people; there would be more eye contact and more conversation,"" said Kevin Pelphrey, of Yale University.",Ele,1_2_1,223.5024261474609,129.1547393798828,136.57786560058594,206.3094787597656,247.38168334960938
35,1_2_Ele_2,"Autism is a disorder that one in 100 people have. It affects people in different ways, but causes difficulties in social interaction and communication. So far, there is no effective treatment for the social problems that autism causes. Researchers at Yale have studied the brain chemical oxytocin. They say it is a possible treatment for the social problems caused by autism because it plays an important role in bonding and trust. But not all results are positive: one recent study found no significant benefit for young people who took the chemical for several days. But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used together with therapies that encourage people with autism to interact more socially, he said.",Ele,1_2_2,228.7852783203125,97.0052719116211,96.6575927734375,200.95388793945312,237.44972229003906
36,1_2_Ele_3,"Scientists tested 17 young people aged eight to 16 with autism. They gave them either oxytocin or a placebo through a nose spray. Then, the scientists scanned their brains while they looked at images of cars or the eyes of people expressing different emotions. The scans showed that some parts of the children's brains behaved more normally after oxytocin: they were more active when the person was looking at faces and less active when the person was looking at the cars.",Ele,1_2_3,188.31814575195312,59.83189010620117,88.36444854736328,155.4592742919922,164.033447265625
37,1_2_Ele_4,"""Our study suggests that oxytocin might treat basic social motivation. This is something for which we don't have a treatment in autism,"" said Pelphrey. He said that it was too early to use oxytocin as a treatment for the social difficulties caused by autism and said people should not buy oxytocin online. ""We don't want them to try oxytocin at home. It is impossible to say what they are buying. This is not a treatment yet. It needs more research,"" said Pelphrey. ""This is an important new study,"" said Simon Baron-Cohen, director of the Autism Research Center at Cambridge University.",Ele,1_2_4,231.03268432617188,99.87680053710938,122.83445739746094,204.1558380126953,214.06886291503906
38,1_2_Ele_5,"But, the scientists were surprised to find that oxytocin did not help the children in social recognition tasks. It is also not known yet if oxytocin only has benefits for people with autism or has any bad side effects. Finally, oxytocin effects only last about 45 minutes, so it might be difficult to use it as a treatment. ""This study has a lot of evidence from animal and human work to show that oxytocin helps, but we need more research,"" said Simon Baron-Cohen.",Ele,1_2_5,180.5137176513672,98.7887725830078,115.5497055053711,146.38433837890625,166.0790252685547
39,1_2_Ele_6,"Uta Frith, who studies autism at University College London, said: ""According to this study, oxytocin may make faces more interesting. Disappointingly, this effect is seen only in brain activity and not in behavior."" She said that, if we want oxytocin to become a useful treatment for autism, we need to show that is has an effect on behavior.",Ele,1_2_6,135.72885131835938,76.57389831542969,101.65541076660156,133.61221313476562,142.461669921875
40,1_3_Adv_1,"They call him the Robin Hood of the banks, a man who took out dozens of loans, worth almost half a million euros, with no intention of ever paying them back. Instead, Enric Duran handed the money out to projects that created and promoted alternatives to capitalism. After 14 months in hiding, Duran is unapologetic, even though his activities could land him in jail. ""I'm proud of what I did,"" he said in an interview by Skype from an undisclosed location.",Adv,1_3_1,147.18894958496094,75.38926696777344,94.60889434814452,139.429443359375,168.6737060546875
41,1_3_Adv_2,"From 2006 to 2008, Duran took out 68 commercial and personal loans from 39 banks in Spain. He farmed the money out to social activists, funding speaking tours against capitalism and TV cameras for a media network. ""I saw that, on one side, these social movements were building alternatives but that they lacked resources and communication capacities,"" he said. ""Meanwhile, our economy was perpetually growing, which lead to a system that created money out of nothing.""",Adv,1_3_2,204.76071166992188,142.48599243164062,168.5909423828125,178.4484405517578,199.91061401367188
42,1_3_Adv_3,"The loans Duran swindled from banks were his way of regulating and denouncing this situation, he said. He started slowly. ""I filled out a few credit applications with my real details. They denied me, but I just wanted to get a feel for what they were asking for."" From there, the former table-tennis coach began to weave an intricate web of accounts, payments and transfers. ""I was learning constantly."" By the summer of 2007, he had discovered how to make the system work, applying for loans under the name of a false television production company. ""Then, I managed to get a lot."" €492,000, to be exact.",Adv,1_3_3,268.5926208496094,178.6538848876953,229.0713806152344,251.9237823486328,259.32659912109375
43,1_3_Adv_4,"Duran was arrested in Spain in 2009, on charges brought against him by six of the 39 banks that had lent him money. He spent two months in prison before being bailed for €50,000. In February 2013, facing up to eight years in prison, he decided to flee rather than stand trial. ""I don't see legitimacy in a judicial system based on authority, because I don't recognize its authority,"" he said. His actions, he said, were in the vanguard of a worldwide debate on the economic crisis. The timing pushed the anti-capitalist movement into the light, just as many Spaniards were seeking alternatives to a system that had wreaked havoc on their lives.",Adv,1_3_4,185.1473846435547,120.8965301513672,139.93507385253906,177.7105712890625,192.55401611328125
44,1_3_Adv_5,"While the same actions would probably be better understood in today's Spain, he said that they would not be needed. The anti-capitalist movement has grown from a fringe movement to one supported by thousands of Spaniards, he said, evidenced by the widely supported movements such as the Indignados. Duran is widening his focus to include Spain's justice system, by promoting restorative justice. ""The people in Spain who believe that banks don't work, they think that I don't owe anything. I also think that,"" he said. ""But there is a part of a population that is not in agreement with us and I think I should respond to that."" In his case, he said, the element of reciprocity he could offer to banks might lie in the insight he gleaned from years of obtaining bank loans fraudulently. He could share his thoughts on ""which best practices work and the bad ones that don't, for the general population and for bank workers"".",Adv,1_3_5,394.7278442382813,248.10704040527344,283.1937866210937,364.8734436035156,381.0994567871094
45,1_3_Ele_1,"They call him the Robin Hood of the banks. He is a man who took out loans for almost half a million euros and never paid the money back. Enric Duran gave the money to projects that created and supported alternatives to capitalism. Duran has spent 14 months in hiding. He will not say he is sorry, even though he might go to prison for what he has done. ""I'm proud of what I've done,"" he said in an interview by Skype from a secret location.",Ele,1_3_1,115.03425598144533,62.35173416137695,87.15612030029297,104.26754760742188,140.31341552734375
46,1_3_Ele_2,"From 2006 to 2008, Duran took out 68 loans from 39 banks in Spain. He gave the money to social activists. They used the money to pay for speaking tours against capitalism and TV cameras for a media network. He said that these social activists didn't have enough money. At the same time, he said, the economy was constantly growing, which created money from nothing.",Ele,1_3_2,112.63126373291016,82.02554321289062,103.83025360107422,99.55416870117188,113.66089630126953
47,1_3_Ele_3,"The loans Duran took out dishonestly from banks were his way of showing that this situation was wrong, he said. He started slowly. He tried to take out a few bank loans using his real details. The banks said no. Then, he learned how to get money from the banks. ""I was learning all the time."" By the summer of 2007, he learned how to make the system work - he took out loans under the name of a false television production company. This way, he got a lot of money. €492,000, to be exact.",Ele,1_3_3,189.97317504882807,113.63194274902344,146.92385864257812,182.2355194091797,192.9762725830078
48,1_3_Ele_4,"Duran was arrested in Spain in 2009. He spent two months in prison; then, they let him out on €50,000 bail. In February 2013, with the possibility of up to eight years in prison, he decided to run away. His actions in 2006 to 2008 made many people notice the anti-capitalist movement for the first time. This happened at a time when many Spanish people were looking for alternatives to a system that has caused problems in their lives.",Ele,1_3_4,107.98664855957033,62.914512634277344,83.31136322021484,102.56509399414062,103.29917907714844
49,1_3_Ele_5,"In today's Spain, thousands of people support the anti-capitalist movement and groups such as the Indignados. Duran says he does not want to give back the money to the banks but he can offer them something. He learned a lot in the years when he was taking loans out dishonestly, so he can show the banks how they can improve things for people in general and for bank workers.",Ele,1_3_5,134.40101623535156,97.80148315429688,113.00062561035156,139.82638549804688,138.18019104003906
50,1_4_Adv_1,"How far away are we from a world where drones deliver packages? If Amazon is to be believed, not far at all. Others are not so sure: technical progress past this point isn't merely a matter of invention; it's a matter of public safety. Paul Misener, Amazon's vice-president of global public policy, told a congressional hearing recently that his company would be ready as soon as all the rules were in place. The Federal Aviation Authority (FAA) will finally have regulations governing the commercial use of unmanned aircraft by June 2016. But the technology has a long way to go before then and larger machines aren't airway-legal at all yet - only drones up to 25kg will be covered and the FAA points out in the proposed rules that, if you're going to crowd the skies with radio-controlled flying robots, they had better all be using different radio frequencies that nobody can jam or hijack.",Adv,1_4_1,375.9276428222656,160.454833984375,207.10614013671875,314.5272216796875,365.85382080078125
51,1_4_Adv_2,"Professor Sanjiv Singh, who runs a cargo delivery company called NearEarth, said that piloting a state-of-the-art drone was a little more like leaving it a trail of breadcrumbs: go to this altitude, perform this short task, go back home. But even short flights from a mobile landing pad pose serious logistical problems, he said. ""They're not proposing to deliver from one uninhabited place to another uninhabited place; they're proposing to deliver from a warehouse to where the consumer is, which is likely an urban area,"" he said. ""There are going to be hazards along the way that the vehicle is going to have to detect. Maybe there will be terrain that the map doesn't know about. Even then, maybe there's construction equipment that wasn't there but is there now. Maybe GPS signals are blocked, in which case it's going to have an incorrect idea about where it is."" All this is surmountable, he said - but it's difficult.",Adv,1_4_2,351.8443908691406,191.97406005859372,238.9552459716797,302.4838256835937,369.3222351074219
52,1_4_Adv_3,"One major problem is maintaining radio contact with a drone and planning for what happens if that contact breaks. ""If you have an off-the-shelf UAV (unmanned aerial vehicle), it'll just keep going and crash into the ground,"" said roboticist Daniel Huber. ""Technologically, most of the things that are needed for this are in place,"" said Huber. He is working on a program that proposes using drones to inspect infrastructure - pipelines, telephone lines, bridges and so on. ""We've developed an exploration algorithm where you draw a box around an area and it'll autonomously fly around that area and look at every surface and then report back.""",Adv,1_4_3,191.57327270507807,115.56643676757812,139.26107788085938,192.7010192871093,205.0863800048828
53,1_4_Adv_4,"Huber said about Amazon: ""I have heard them say that many packages are lightweight - a drone can carry a kilogram for 15 minutes. If you have a vehicle that can go into a neighborhood, it can deliver from that base. You need a 15-minute distance and typical off-the-shelf drones have about that distance."" It's one way, he said, of making sure the surrounding population is relatively safe. ""The larger the distance the drone travels, the more dangerous it becomes."" Of course, safety remains a major concern - Singh points out that, for a commercial aircraft to be considered skyworthy, it has to prove a rate of one serious failure every one million hours. Drones, he said, are ""one or two orders of magnitude away"" from that benchmark. ""The Reaper drone has one failure in 10,000 hours,"" Singh said. An oil leak, by the way, doesn't count as catastrophic failure - something has to fall out of the sky.",Adv,1_4_4,334.31121826171875,233.0029296875,264.61627197265625,316.129638671875,316.60888671875
54,1_4_Adv_5,"Part of this is simply that air travel is inherently dangerous and, thus, standards are much higher. ""If you fly commercial airlines, often they'll say, 'Oh, a small component has failed - we have to go back to the gate,'"" Singh said. ""And that's an established industry with 60 years of legacy! I shudder to think that one of these things might come down on a crowded highway."" Part of the solution, Singh said, is comprehensive contingency planning: ""If things fail, the vehicle has to do something reasonable.""",Adv,1_4_5,212.1065216064453,127.38465118408205,155.8499755859375,188.1126403808593,206.0066375732422
