CAREC,CAREC_M,CARES,CML2RI,unique_paragraph_id,text,length,level,text_id,flesch_reading_ease,flesch_kincaid_grade_score,gunning_fog_index,coleman_liau_index,smog_index,dale_chall_score,ARI,linsear_formula,difficult_words_count,syllable_count,lexicon_count,sentence_count,char_count,letter_count,polysyllabcount,monosyllabcount,fernansex_huerta,szigriszt_pazos,gutierrez_polini,crawford,cpidr_density,depid_density,max_embedding_depth,avg_embedding_depth,mean_entropy,mean_entropy_sents,word_length,wordFreq_frequency,TF,gpt2_surprisal,Wordfreq_Frequency,Length
0.08516,0.18213,0.1282707850240478,18.56343801470588,1_1_Ele_4,"There need to be detailed scans of the roads before the cars can drive on them, because they cannot collect and process enough information in real time. So far, there are detailed maps of about 2,000 miles of California's roads, but California has more than 170,000 miles of roads. Google says it wants to license the technology to traditional car makers when they have improved it.",382,Ele,1_1_4,66.07,9.5,11.83,9.81,10.5,9.99,12.2,12.666666666666666,10,91,66,3,317,308,5,51,100.4,98.94,42.23,2.4,0.5223880597014925,0.4705882352941176,5,3.0,5.440147240922788,5.98037227054396,4.283783783783784,0.4792656740909,342.9785082174463,3.7624641644206798,10.892119000546806,4.666245259165613
0.19528,0.28814,0.0544905028972171,18.22654842333333,1_1_Ele_5,"But the idea that driverless cars will replace taxis with human drivers has alarmed some people. Dennis Conyon from the UK National Taxi Association said that taxi drivers will become unemployed. London has about 22,000 taxis and Conyon thinks that the total number of people who drive taxis in the UK is about 100,000.",319,Ele,1_1_5,70.13,8.0,9.42,10.44,8.8,10.38,10.8,9.0,11,76,54,3,266,261,3,37,104.48,101.15,42.02,2.4,0.4259259259259259,0.3703703703703703,4,2.333333333333333,5.013772262260656,6.114106109554879,4.666666666666667,0.3684159714368999,283.19135802469134,3.920927090954609,12.711387726614479,4.833333333333333
0.15304,0.22576,0.195649208118843,17.849140199797965,1_1_Ele_6,"Other car makers, including Volvo, Ford and Mercedes, are going to make vehicles that will be different from Google's version because they will have driver controls. But Chris Urmson, director of the driverless car project at Google, said that the new prototypes do not have a steering wheel or brakes because a human passenger might not be able to take control in an emergency. He said that it was simpler just to have an emergency stop button.",445,Ele,1_1_6,62.31,11.0,12.88,10.16,12.5,9.42,14.0,15.5,16,110,77,3,369,360,8,52,96.63,92.17,40.87,2.8,0.3766233766233766,0.3333333333333333,4,2.6666666666666665,5.115405527252719,5.885034314850615,4.290697674418604,0.449771245,363.8469055374593,3.4759813698127977,10.64894001633619,4.6699239956568945
-0.05926,0.02674,0.1471082204556893,12.721226218577073,1_1_Ele_7,"Urmson said: “The vehicles will be very basic. But they will take you where you want to go at the push of a button. And, that's an important step towards improving road safety and helping millions of people travel around more easily.” So far, the Google versions of the driverless cars have driven 700,000 miles without an accident caused by the computer. The company says that thousands of people die each year on the roads and that about 80% of crashes are caused by human mistakes.",484,Ele,1_1_7,70.94,7.6,8.74,8.47,9.9,8.9,9.0,9.0,15,118,86,5,399,386,7,61,105.3,104.15,45.64,2.1,0.5,0.4137931034482758,5,3.4,4.680705534575186,5.427537866343374,4.11340206185567,0.76128249500776,271.7504854368932,3.5274482540501446,10.507165669208455,4.4864077669902915
0.24465,0.25889,0.5194121139070964,6.858162919337974,1_2_Adv_1,"A nasal spray laced with the ‘Love hormone' oxytocin could help children with autism learn to handle social situations better, US researchers claim. Scans of children with autistic spectrum disorder showed that a single dose of the chemical improved brain responses to facial expressions, a shift that could make social interactions feel more natural and rewarding for them. The scientists behind the research said a course of oxytocin might boost the success of behavioral therapies that are already used to help people with autism learn to cope with social situations. “Over time, what you would expect to see is more appropriate social responding, being more interested in interacting with other people, more eye contact and more conversational ability,” said Kevin Pelphrey, director of the Child Neuroscience Lab at Yale University.",837,Adv,1_2_1,38.49,16.0,18.85,14.23,16.2,10.84,20.5,15.5,30,208,130,4,708,693,21,82,77.69,74.66,32.12,3.8,0.4538461538461538,0.4230769230769231,5,4.5,4.835055341105776,5.902208490387656,4.882758620689655,0.9024403527,375.113353115727,3.4762315325371613,11.28071158674651,5.322255192878338
0.21091,0.24091,0.4248892474788391,12.57677334358973,1_2_Adv_2,"Autism is a developmental disorder seen in more than one in 100 people. The condition affects individuals in different ways, but is characterized by difficulties in social interaction and communication. So far, there is no effective treatment for the social problems caused by autism. Researchers at Yale have studied the brain chemical oxytocin as a potential treatment for the social impairments caused by autism because it plays a crucial role in bonding and trust. Results have been mixed, though: one recent study found no significant benefit for youths given the chemical over several days. But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used with therapies that encourage people with autism to engage more socially, he said.",788,Adv,1_2_2,50.36,11.4,14.08,13.0,13.8,9.85,14.0,11.166666666666666,30,199,125,6,664,652,21,83,89.62,86.82,37.31,3.4,0.544,0.456,4,3.333333333333333,4.472837424587288,5.608367425631212,4.846715328467154,0.7680002327,420.04891640866873,3.2443821813729907,11.066891551516763,5.177089783281733
0.19757,0.2352,0.4632787667746932,2.805466115068511,1_2_Adv_3,"“Our study shows that oxytocin affects the brain and opens up the possibility that, when combined with behavioral treatments, it works like a social enhancer,” he said. The scientists used a technique called functional MRI to scan the brains of 17 youths aged eight to 16 with autism while they looked at images of cars or the eyes of people expressing various emotions. The scans were given 45 minutes after the participants inhaled a placebo or oxytocin through a nasal spray. The scans showed that reward circuitry in the children's brains behaved more normally after a snort of oxytocin, being more active when the person was looking at faces and less active when viewing the inanimate cars. The study appears in the latest issue of the journal Proceedings of the National Academy of Sciences in the United States.",818,Adv,1_2_3,60.38,11.7,14.81,11.15,12.3,11.41,15.6,14.75,35,200,138,5,681,669,13,92,94.69,88.95,38.52,3.0,0.4855072463768116,0.4244604316546763,9,4.6,4.608332130538432,5.056045528294648,4.54,1.431630994,285.226586102719,3.264546769550049,11.043707693186946,4.845317220543807
0.31053,0.32561,0.4350669623047101,12.17783153095236,1_2_Adv_4,"“If our study is replicated, it suggests that oxytocin might treat something for which we don't have a treatment in autism, and that's the core social motivation,” Pelphrey told the Guardian. He warned that it was too early to use oxytocin as a treatment for the social difficulties caused by autism and cautioned against buying oxytocin from suppliers online. “We don't want them running out on the basis of this study or any other and trying oxytocin at home. There is no telling what they are buying. We are nowhere near thinking this is a ready treatment. It needs more follow-up research,” said Pelphrey. “This is an important new study in identifying changes in brain activity in key regions of the brain involved in social cognition in autism following oxytocin administration,” said Simon Baron-Cohen, director of the Autism Research Center at Cambridge University.",873,Adv,1_2_4,67.69,8.9,10.96,11.37,10.9,8.62,12.9,8.0,26,207,143,7,731,707,13,99,102.03,96.22,40.09,2.7,0.5034013605442177,0.3783783783783784,10,3.142857142857143,4.419222028046337,5.49766873174827,4.430303030303031,0.9497199914,258.93822843822846,3.7038213606376136,10.850035914597216,4.944055944055944
0.21233,0.24937,0.3593657879557295,10.10181570834658,1_2_Adv_5,"A surprising finding, however, is that oxytocin nasal spray did not change performance on the social cognitive task. Nor is it clear yet if oxytocin only has benefits for people with autism or has any unwanted side effects. Finally, oxytocin effects only last about 45 minutes, so there may be practical considerations as to whether this could be used as a treatment. “From a scientific perspective, this study has a lot of evidence from animal and human work to justify serious attention, but more research is needed. Doctors should be cautious about the clinical potential of this hormone until we know much more about its benefits and risks, in much larger studies,” said Simon Baron-Cohen.",693,Adv,1_2_5,48.13,12.3,14.07,11.44,14.6,9.86,13.8,13.6,30,180,115,5,579,563,20,73,87.38,86.32,39.66,3.4,0.5431034482758621,0.4655172413793103,6,4.0,4.407511293132879,5.199020009683844,4.453846153846154,0.578180688,307.6018854242204,3.6953709068628093,10.796851489311372,4.891950688905004
0.22037,0.30607,0.1855857374366762,7.483224147727277,1_2_Adv_6,"Uta Frith, who studies autism at University College London, said: “According to this study, oxytocin may have the effect of making faces more interesting as assessed by greater activity in brain structures concerned with reward evaluation. Disappointingly, this effect is seen only in brain activity and not in behavior. Demonstrating an effect on behavior will be critical if nasal spray treatment is to be of any value.”",422,Adv,1_2_6,40.38,13.2,13.7,12.94,14.1,10.16,14.7,14.833333333333334,16,111,67,3,356,346,11,41,82.09,81.29,37.29,3.8,0.4925373134328358,0.3880597014925373,9,4.666666666666667,4.967532163787904,5.779384077924765,4.623376623376624,0.350166476,443.8888888888889,4.305470638490347,11.231661040540924,5.106481481481482
0.17541,0.20674,0.3304758786798065,7.571586232251093,1_2_Ele_1,"American researchers say that a nasal spray containing the ‘Love hormone' oxytocin could help children with autism behave more normally in social situations. Scans of autistic children showed that the chemical made the brain respond better to faces. This could make social interactions easier for them. The researchers said oxytocin might help other treatments that are used to help people with autism in social situations. “Over time, there would be more normal social responding. Autistic people would be more interested in interacting with other people; there would be more eye contact and more conversation,” said Kevin Pelphrey, of Yale University.",653,Ele,1_2_1,54.52,9.8,10.68,13.74,11.5,9.04,13.0,10.5,19,157,100,6,554,540,13,63,93.81,92.36,36.99,3.1,0.47,0.41,4,3.0,4.998766915951636,6.515407753810801,4.859649122807017,0.5643644327,257.54833333333335,3.631670458243461,11.193107082000392,5.4
0.12869,0.15669,0.3594162791290837,15.381078418749974,1_2_Ele_2,"Autism is a disorder that one in 100 people have. It affects people in different ways, but causes difficulties in social interaction and communication. So far, there is no effective treatment for the social problems that autism causes. Researchers at Yale have studied the brain chemical oxytocin. They say it is a possible treatment for the social problems caused by autism because it plays an important role in bonding and trust. But not all results are positive: one recent study found no significant benefit for young people who took the chemical for several days. But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used together with therapies that encourage people with autism to interact more socially, he said.",771,Ele,1_2_2,61.67,9.1,11.64,11.6,12.8,8.79,11.7,8.142857142857142,25,195,126,7,646,634,20,83,98.48,92.42,40.09,3.0,0.5555555555555556,0.4603174603174603,3,2.7142857142857144,4.723391746018383,5.94179897280118,4.681159420289855,0.7309545327,305.6128391793514,3.258909709591506,10.743397926873627,5.029781601588352
0.07681,0.15503,0.1609120783676907,16.035833102272733,1_2_Ele_3,"Scientists tested 17 young people aged eight to 16 with autism. They gave them either oxytocin or a placebo through a nose spray. Then, the scientists scanned their brains while they looked at images of cars or the eyes of people expressing different emotions. The scans showed that some parts of the children's brains behaved more normally after oxytocin: they were more active when the person was looking at faces and less active when the person was looking at the cars.",472,Ele,1_2_3,76.25,7.7,9.6,10.27,9.5,9.52,11.5,11.375,12,109,81,4,392,385,5,58,108.13,102.75,42.01,2.2,0.5185185185185185,0.4878048780487805,7,3.75,4.687957183366514,5.944247588142376,4.454545454545454,0.641300322,402.941960038059,3.2561795811573866,10.896835822441062,4.746907706945766
0.22621,0.26574,0.2780543777823998,18.82021845806452,1_2_Ele_4,"“Our study suggests that oxytocin might treat basic social motivation. This is something for which we don't have a treatment in autism,” said Pelphrey. He said that it was too early to use oxytocin as a treatment for the social difficulties caused by autism and said people should not buy oxytocin online. “We don't want them to try oxytocin at home. It is impossible to say what they are buying. This is not a treatment yet. It needs more research,” said Pelphrey. “This is an important new study,” said Simon Baron-Cohen, director of the Autism Research Center at Cambridge University.",587,Ele,1_2_4,75.71,5.8,6.6,8.92,8.5,7.41,7.8,6.125,15,139,100,8,488,467,7,72,110.09,107.74,45.53,1.8,0.4368932038834951,0.3300970873786408,3,1.75,4.42309625203582,5.927952388487386,4.066666666666666,0.5596881454,373.40986132511557,3.548036150591401,10.57267437718711,4.667950693374422
0.121,0.19426,0.1339172070119125,17.237202618696394,1_2_Ele_5,"But, the scientists were surprised to find that oxytocin did not help the children in social recognition tasks. It is also not known yet if oxytocin only has benefits for people with autism or has any bad side effects. Finally, oxytocin effects only last about 45 minutes, so it might be difficult to use it as a treatment. “This study has a lot of evidence from animal and human work to show that oxytocin helps, but we need more research,” said Simon Baron-Cohen.",465,Ele,1_2_5,67.28,9.0,10.73,8.65,11.2,8.47,10.7,12.375,15,117,83,4,383,371,8,57,101.62,98.26,44.58,2.5,0.5,0.4166666666666667,6,4.0,4.371790432069983,5.272582968124351,4.074468085106383,0.466414864,382.1996285979573,3.535935675742345,10.357726816447315,4.460538532961931
0.07746,0.17862,0.087177443663336,10.320680639999985,1_2_Ele_6,"Uta Frith, who studies autism at University College London, said: “According to this study, oxytocin may make faces more interesting. Disappointingly, this effect is seen only in brain activity and not in behavior.” She said that, if we want oxytocin to become a useful treatment for autism, we need to show that is has an effect on behavior.",342,Ele,1_2_6,60.35,9.6,11.17,10.04,11.9,8.41,11.4,12.0,10,88,58,3,285,273,7,40,97.15,92.98,42.78,3.0,0.4655172413793103,0.4137931034482758,4,2.6666666666666665,4.965206381128852,5.427778827219111,4.130434782608695,0.284156602,275.76258992805754,4.011136801440621,10.85064951286831,4.692086330935251
0.04981,0.15851,0.1509131256549958,7.680023544186024,1_3_Adv_1,"They call him the Robin Hood of the banks, a man who took out dozens of loans, worth almost half a million euros, with no intention of ever paying them back. Instead, Enric Duran handed the money out to projects that created and promoted alternatives to capitalism. After 14 months in hiding, Duran is unapologetic, even though his activities could land him in jail. “I'm proud of what I did,” he said in an interview by Skype from an undisclosed location.",456,Adv,1_3_1,67.79,8.8,12.56,8.65,11.7,9.13,10.5,12.375,16,117,81,4,376,362,9,58,102.13,96.6,44.76,2.7,0.5061728395061729,0.4756097560975609,5,3.25,4.814544199544238,5.728298505375856,3.957894736842105,0.5505188927,375.1020618556701,3.7810903745441764,10.948965237856626,4.453608247422681
0.10695,0.21632,0.2107313564318106,5.314062146103889,1_3_Adv_2,"From 2006 to 2008, Duran took out 68 commercial and personal loans from 39 banks in Spain. He farmed the money out to social activists, funding speaking tours against capitalism and TV cameras for a media network. “I saw that, on one side, these social movements were building alternatives but that they lacked resources and communication capacities,” he said. “Meanwhile, our economy was perpetually growing, which lead to a system that created money out of nothing.”",468,Adv,1_3_2,52.19,10.7,12.34,11.55,11.7,11.44,12.4,11.75,22,119,76,4,393,378,9,49,91.46,90.29,40.31,3.2,0.5526315789473685,0.4736842105263157,3,2.75,5.70392858803616,6.444035983974896,4.318681318681318,0.41795914,341.8695175438597,4.772094012703747,11.06204565471272,4.973684210526316
0.07864,0.1554,0.2940753910519451,11.886580676271176,1_3_Adv_3,"The loans Duran swindled from banks were his way of regulating and denouncing this situation, he said. He started slowly. “I filled out a few credit applications with my real details. They denied me, but I just wanted to get a feel for what they were asking for.” From there, the former table-tennis coach began to weave an intricate web of accounts, payments and transfers. “I was learning constantly.” By the summer of 2007, he had discovered how to make the system work, applying for loans under the name of a false television production company. “Then, I managed to get a lot.” €492,000, to be exact.",604,Adv,1_3_3,76.42,5.5,8.49,7.7,9.4,8.84,6.6,6.625,25,153,106,9,499,473,11,73,110.8,105.13,47.79,1.9,0.4672897196261682,0.3981481481481481,6,2.4444444444444446,5.687561081045126,6.826047333453936,3.960317460317461,0.8372081190131,349.00315208825845,4.706052673776568,10.43882817083035,4.461780929866036
0.18512,0.25034,0.2599268486909498,11.638805024590162,1_3_Adv_4,"Duran was arrested in Spain in 2009, on charges brought against him by six of the 39 banks that had lent him money. He spent two months in prison before being bailed for €50,000. In February 2013, facing up to eight years in prison, he decided to flee rather than stand trial. “I don't see legitimacy in a judicial system based on authority, because I don't recognize its authority,” he said. His actions, he said, were in the vanguard of a worldwide debate on the economic crisis. The timing pushed the anti-capitalist movement into the light, just as many Spaniards were seeking alternatives to a system that had wreaked havoc on their lives.",644,Adv,1_3_4,69.31,8.3,10.71,8.94,10.9,10.02,10.2,9.0,22,163,113,6,532,511,11,83,103.66,98.14,44.74,2.6,0.5172413793103449,0.4786324786324786,6,3.8333333333333335,4.696674597477099,5.306457795052116,4.061068702290076,0.8207211331759999,285.44100294985253,3.7382059860124617,10.826996462866024,4.530973451327434
0.2137,0.22076,0.468009889137944,15.415728667045435,1_3_Adv_5,"While the same actions would probably be better understood in today's Spain, he said that they would not be needed. The anti-capitalist movement has grown from a fringe movement to one supported by thousands of Spaniards, he said, evidenced by the widely supported movements such as the Indignados. Duran is widening his focus to include Spain's justice system, by promoting restorative justice. “The people in Spain who believe that banks don't work, they think that I don't owe anything. I also think that,” he said. “But there is a part of a population that is not in agreement with us and I think I should respond to that.” In his case, he said, the element of reciprocity he could offer to banks might lie in the insight he gleaned from years of obtaining bank loans fraudulently. He could share his thoughts on “which best practices work and the bad ones that don't, for the general population and for bank workers”.",922,Adv,1_3_5,68.1,8.7,11.0,9.34,11.0,8.87,11.0,8.833333333333334,32,227,160,8,763,734,15,118,102.44,98.45,43.7,2.5,0.5304878048780488,0.4457831325301205,7,3.375,5.304316187544228,6.168549151352936,4.080213903743315,1.2775845422,294.01720542231493,4.101109557195487,10.16572454430708,4.580813347236705
0.03394,0.12061,0.1001611733615237,14.606428842441208,1_3_Ele_1,"They call him the Robin Hood of the banks. He is a man who took out loans for almost half a million euros and never paid the money back. Enric Duran gave the money to projects that created and supported alternatives to capitalism. Duran has spent 14 months in hiding. He will not say he is sorry, even though he might go to prison for what he has done. “I'm proud of what I've done,” he said in an interview by Skype from a secret location.",440,Ele,1_3_1,82.34,5.3,8.51,5.27,8.8,7.28,5.2,7.166666666666666,10,112,86,6,355,343,6,68,114.25,111.37,51.5,1.5,0.4883720930232558,0.3977272727272727,6,2.833333333333333,5.032528351121118,6.150569346753794,3.622448979591837,0.6616869357,251.38178294573643,3.5916802814869255,10.2638471480716,3.988372093023256
0.01924,0.12481,0.1071268440529446,13.02863932857144,1_3_Ele_2,"From 2006 to 2008, Duran took out 68 loans from 39 banks in Spain. He gave the money to social activists. They used the money to pay for speaking tours against capitalism and TV cameras for a media network. He said that these social activists didn't have enough money. At the same time, he said, the economy was constantly growing, which created money from nothing.",365,Ele,1_3_2,75.2,6.0,7.66,7.82,8.2,9.38,6.9,6.3,12,90,65,5,301,291,4,45,109.58,107.57,47.22,1.8,0.5151515151515151,0.4242424242424242,4,2.2,5.374902752677606,6.487450069515196,4.013333333333334,0.45785435,355.7265725288832,4.065549273878505,10.47614740687877,4.471116816431322
-0.00426,0.06374,0.1540078994523536,24.38735874515669,1_3_Ele_3,"The loans Duran took out dishonestly from banks were his way of showing that this situation was wrong, he said. He started slowly. He tried to take out a few bank loans using his real details. The banks said no. Then, he learned how to get money from the banks. “I was learning all the time.” By the summer of 2007, he learned how to make the system work – he took out loans under the name of a false television production company. This way, he got a lot of money. €492,000, to be exact.",487,Ele,1_3_3,86.3,3.8,5.86,4.32,7.4,6.84,3.5,4.833333333333333,11,120,94,9,393,374,5,75,118.23,116.86,52.95,0.9,0.4361702127659574,0.3789473684210526,3,1.6666666666666667,5.366005766854393,7.037924484782524,3.5727272727272728,0.7996712440131,299.0343309859155,4.10193699158988,10.255113005214152,3.9357394366197185
-0.02593,0.07907,0.0790068793054065,17.160017462499987,1_3_Ele_4,"Duran was arrested in Spain in 2009. He spent two months in prison; then, they let him out on €50,000 bail. In February 2013, with the possibility of up to eight years in prison, he decided to run away. His actions in 2006 to 2008 made many people notice the anti-capitalist movement for the first time. This happened at a time when many Spanish people were looking for alternatives to a system that has caused problems in their lives.",435,Ele,1_3_4,72.36,7.1,8.85,7.77,9.4,9.42,7.8,8.1,14,109,79,5,357,345,6,62,106.72,105.08,47.31,2.1,0.5125,0.5061728395061729,5,3.0,5.036159082883828,6.110519864282686,4.056818181818182,0.583528140176,310.5168776371308,3.58958386729436,10.215078441441433,4.379746835443038
0.04845,0.15614,0.0480372626593505,12.0441449007722,1_3_Ele_5,"In today's Spain, thousands of people support the anti-capitalist movement and groups such as the Indignados. Duran says he does not want to give back the money to the banks but he can offer them something. He learned a lot in the years when he was taking loans out dishonestly, so he can show the banks how they can improve things for people in general and for bank workers.",375,Ele,1_3_5,65.05,9.9,10.94,8.25,9.7,8.67,11.0,12.833333333333334,10,96,69,3,307,300,4,52,99.38,97.16,44.98,2.5,0.4428571428571428,0.380281690140845,3,2.6666666666666665,5.464479132371505,5.9025063025758575,4.093333333333334,0.6350624772,294.65090909090907,3.934739741821858,9.819505383103074,4.327272727272727
