text_id,diff_CAREC,diff_CAREC_M,diff_CARES,diff_CML2RI,diff_length,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_dale_chall_score,diff_ARI,diff_linsear_formula,diff_difficult_words_count,diff_syllable_count,diff_lexicon_count,diff_sentence_count,diff_char_count,diff_letter_count,diff_polysyllabcount,diff_monosyllabcount,diff_fernansex_huerta,diff_szigriszt_pazos,diff_gutierrez_polini,diff_crawford,diff_cpidr_density,diff_depid_density,diff_max_embedding_depth,diff_avg_embedding_depth,diff_mean_entropy,diff_mean_entropy_sents,diff_word_length,diff_wordFreq_frequency,diff_gpt2_surprisal,diff_Wordfreq_Frequency,diff_Length,diff_TF,diff_CML2RI_(-),diff_flesch_reading_ease_(-),diff_lexicon_count_(-),diff_monosyllabcount_(-),diff_fernansex_huerta_(-),diff_szigriszt_pazos_(-),diff_gutierrez_polini_(-),diff_wordFreq_frequency_(-)
1_2_6,0.14291,0.12745,0.09840829377334019,-2.8374564922727075,80.0,-19.97,3.5999999999999996,2.5299999999999994,2.9000000000000004,2.1999999999999993,1.75,3.299999999999999,2.833333333333334,6.0,23.0,9.0,0.0,71.0,73.0,4.0,1.0,-15.060000000000002,-11.689999999999998,-5.490000000000002,0.7999999999999998,0.027020072053525523,-0.025733401955738477,5.0,2.0000000000000004,0.0023257826590521447,0.35160525070565374,0.49294184076792824,0.06600987400000002,0.2943338370497264,0.38101152767261404,0.41439515054623044,168.12629896083138,2.8374564922727075,19.97,-9.0,-1.0,15.060000000000002,11.689999999999998,5.490000000000002,-0.06600987400000002
1_3_1,0.015870000000000002,0.03790000000000002,0.05075195229347208,-6.926405298255184,16.0,-14.549999999999997,3.500000000000001,4.050000000000001,3.380000000000001,2.8999999999999986,1.8500000000000005,5.3,5.208333333333334,6.0,5.0,-5.0,-2.0,21.0,19.0,3.0,-10.0,-12.120000000000005,-14.77000000000001,-6.740000000000002,1.2000000000000002,0.017800746482917074,0.07788248337028819,-1.0,0.41666666666666696,-0.21798415157688034,-0.42227084137793724,0.33544575725026826,-0.11116804300000005,0.18941009305725087,0.6851180897850266,0.4652361543994248,123.72027890993368,6.926405298255184,14.549999999999997,5.0,10.0,12.120000000000005,14.77000000000001,6.740000000000002,0.11116804300000005
1_3_2,0.08771000000000001,0.09151000000000001,0.10360451237886599,-7.7145771824675515,103.0,-23.010000000000005,4.699999999999999,4.68,3.7300000000000004,3.5,2.0599999999999987,5.5,5.45,10.0,29.0,11.0,-1.0,92.0,87.0,5.0,4.0,-18.120000000000005,-17.279999999999987,-6.909999999999997,1.4000000000000001,0.037480063795853336,0.04944178628389151,-1.0,0.5499999999999998,0.32902583535855356,-0.04341408554030046,0.3053479853479848,-0.039895210000000014,0.7065447388252419,0.585898247833951,0.502567394094994,-13.857054985023524,7.7145771824675515,23.010000000000005,-11.0,-4.0,18.120000000000005,17.279999999999987,6.909999999999997,0.039895210000000014
1_3_3,0.0829,0.09166,0.14006749159959148,-12.500778068885513,117.0,-9.879999999999995,1.7000000000000002,2.63,3.38,2.0,2.0,3.0999999999999996,1.791666666666667,14.0,33.0,12.0,0.0,106.0,99.0,6.0,-2.0,-7.430000000000007,-11.730000000000004,-5.160000000000004,0.9999999999999999,0.03111950686021081,0.019200779727095496,3.0,0.7777777777777779,0.321555314190733,-0.2118771513285873,0.38759018759018815,0.037536875000000025,0.6041156821866887,0.1837151656161975,0.5260414932463173,49.96882110234293,12.500778068885513,9.879999999999995,-12.0,2.0,7.430000000000007,11.730000000000004,5.160000000000004,-0.037536875000000025
1_3_4,0.21105000000000002,0.17127,0.18091996938554328,-5.521212437909824,209.0,-3.049999999999997,1.200000000000001,1.8600000000000012,1.17,1.5,0.5999999999999996,2.3999999999999995,0.9000000000000004,8.0,54.0,34.0,1.0,175.0,166.0,5.0,21.0,-3.0600000000000023,-6.939999999999998,-2.5700000000000003,0.5,0.0047413793103449065,-0.02754036087369427,1.0,0.8333333333333335,-0.3394844854067296,-0.8040620692305707,0.004250520471894781,0.23719299299999996,0.1486221187181016,0.6119180214245912,0.15122661588439534,-25.075874687278258,5.521212437909824,3.049999999999997,-34.0,-21.0,3.0600000000000023,6.939999999999998,2.5700000000000003,-0.23719299299999996
1_3_5,0.16525,0.06462000000000001,0.4199726264785935,3.371583766273236,547.0,3.049999999999997,-1.200000000000001,0.0600000000000005,1.0899999999999999,1.3000000000000007,0.1999999999999993,0.0,-4.0,22.0,131.0,91.0,5.0,456.0,434.0,11.0,66.0,3.0600000000000023,1.2900000000000063,-1.279999999999994,0.0,0.08763066202090602,0.06550144238927547,4.0,0.7083333333333335,-0.16016294482727655,0.2660428487770785,-0.013119429590018328,0.6425220650000001,0.16636981537362905,0.3462191612040062,0.25354061996397803,-0.6337036685941371,-3.371583766273236,-3.049999999999997,-91.0,-66.0,-3.0600000000000023,-1.2900000000000063,1.279999999999994,-0.6425220650000001
1_4_1,0.14865,0.12446,0.17381186116824682,-8.8020120707459,187.0,-20.229999999999997,5.699999999999999,6.279999999999999,2.17,3.8000000000000007,2.3100000000000005,7.0,4.666666666666666,18.0,52.0,27.0,-3.0,160.0,153.0,8.0,13.0,-17.83,-17.02000000000001,-6.140000000000001,1.1,0.019622093023255793,0.07509392685594712,-1.0,0.5,-0.4048410724645741,-0.9530310992689408,0.20079365079365097,0.20887300740000014,0.2709438464283416,0.21568913174257176,0.22496109685830845,-14.940093367540044,8.8020120707459,20.229999999999997,-27.0,-13.0,17.83,17.02000000000001,6.140000000000001,-0.20887300740000014
1_4_2,0.049569999999999975,0.03889000000000001,0.09312206266463446,-2.9412838755759783,134.0,-10.689999999999998,2.0999999999999996,1.5999999999999996,1.5099999999999998,1.8999999999999986,0.5999999999999996,2.1999999999999993,4.4,7.0,44.0,18.0,0.0,117.0,112.0,7.0,5.0,-8.240000000000009,-10.460000000000008,-2.730000000000004,0.7,-0.009981612818492303,-0.023663018790006207,3.0,0.75,-0.3271892215422918,-0.645388982608945,0.2094731509625123,0.22981343769999996,0.1462374084428122,0.12848202560618738,0.2342981244308726,-3.135851519463756,2.9412838755759783,10.689999999999998,-18.0,-5.0,8.240000000000009,10.460000000000008,2.730000000000004,-0.22981343769999996
1_4_3,0.02099000000000001,0.003360000000000002,0.14296448430673458,-13.342568277240906,195.0,-13.129999999999995,3.0,4.78,3.7700000000000005,5.1000000000000005,1.5300000000000011,5.299999999999999,4.4,11.0,43.0,23.0,0.0,171.0,161.0,8.0,14.0,-10.689999999999998,-12.14,-7.359999999999999,0.9000000000000001,0.038408935491224094,-0.005321507760532196,0.0,0.3999999999999999,-0.4920354497789168,-0.3479979475799153,0.41961984536082486,0.12291567749999999,0.16606545977249532,0.7913247698942225,0.5001786728865758,179.36705840136358,13.342568277240906,13.129999999999995,-23.0,-14.0,10.689999999999998,12.14,7.359999999999999,-0.12291567749999999
1_4_4,0.11515,0.09219999999999999,0.1558251875737643,-3.0579225210304983,231.0,-10.689999999999998,2.1000000000000005,2.3099999999999996,1.6899999999999995,1.1000000000000014,0.7200000000000006,2.200000000000001,1.5,13.0,55.0,35.0,1.0,195.0,188.0,5.0,23.0,-8.25,-5.570000000000007,-3.1099999999999994,0.40000000000000013,0.01320234939445919,-0.00040397919507140223,1.0,0.44444444444444464,-0.16324850942381453,-0.38249123491554293,0.2476829658037718,0.37030969000000014,0.22834727189984605,0.3598838147354879,0.21845324259107368,77.92611133070307,3.0579225210304983,10.689999999999998,-35.0,-23.0,8.25,5.570000000000007,3.1099999999999994,-0.37030969000000014
1_4_5,0.05027999999999999,0.05657000000000001,0.0730197547869427,-9.334714517672388,45.0,-8.670000000000002,1.2000000000000002,3.280000000000001,2.369999999999999,2.1999999999999993,1.4300000000000006,2.200000000000001,2.1999999999999993,7.0,10.0,1.0,0.0,43.0,40.0,5.0,-1.0,-6.209999999999994,-6.409999999999997,-4.07,0.5,0.05747126436781619,0.05811700891127469,0.0,0.6000000000000001,-0.06055175160562509,0.12627140922618274,0.29154154154154144,0.026564269999999945,0.42596360503423103,0.6407005569253865,0.36963126828552184,-126.86559266428378,9.334714517672388,8.670000000000002,-1.0,1.0,6.209999999999994,6.409999999999997,4.07,-0.026564269999999945
1_5_1,-0.041190000000000004,-0.04394999999999999,0.0703401123412993,-3.3104005891041064,1.0,-1.0100000000000051,0.40000000000000036,0.1999999999999993,-1.3900000000000006,-0.5,0.6699999999999999,-0.5999999999999996,0.16666666666666607,1.0,2.0,3.0,0.0,-2.0,-3.0,-1.0,3.0,-1.019999999999996,1.1899999999999977,2.0,-0.10000000000000009,0.0066425120772946045,0.024657534246575297,0.0,0.0,0.11370137601165364,0.05509833793135499,-0.23272838188195788,0.03296544000000007,0.27733656779731364,-0.2177656281095519,-0.24328327922077975,103.08192322383499,3.3104005891041064,1.0100000000000051,-3.0,-3.0,1.019999999999996,-1.1899999999999977,-2.0,-0.03296544000000007
1_5_2,0.014039999999999997,-0.0042200000000000015,0.08343545375827194,-1.2573510533657384,112.0,-3.450000000000003,1.4000000000000004,1.7200000000000006,-0.16999999999999993,0.7000000000000011,0.3099999999999987,1.5999999999999996,-0.3999999999999986,5.0,31.0,20.0,0.0,92.0,88.0,2.0,12.0,-3.460000000000008,-4.409999999999997,-0.8999999999999986,0.19999999999999973,0.00884109916367981,0.0065125665015594025,1.0,0.16666666666666652,0.04601603301100443,-0.08403494760637287,-0.029281369213320474,0.2206385970000001,0.13324043768763882,0.03784411802793031,-0.04875081116158331,102.73712624170122,1.2573510533657384,3.450000000000003,-20.0,-12.0,3.460000000000008,4.409999999999997,0.8999999999999986,-0.2206385970000001
1_5_3,0.12350000000000001,0.08482,0.1891402194926115,-4.745982887502626,224.0,-15.569999999999993,3.9000000000000004,4.33,3.09,2.9000000000000004,2.17,5.899999999999999,2.875,18.0,54.0,28.0,0.0,196.0,183.0,6.0,9.0,-13.14,-15.330000000000013,-6.699999999999996,0.8999999999999999,-0.012893553223388365,-0.025709388687868984,-1.0,0.0,-0.09494434588190437,-0.40284291964342955,0.14278499278499268,0.04204353300000008,0.40681992909075104,0.8316773085034832,0.44646582658766576,-132.8952695806238,4.745982887502626,15.569999999999993,-28.0,-9.0,13.14,15.330000000000013,6.699999999999996,-0.04204353300000008
1_5_4,0.13009,0.08417,0.23071980508491086,-4.036196174072821,312.0,-8.769999999999996,1.3000000000000007,1.6100000000000012,2.0999999999999996,1.1999999999999993,0.8499999999999996,1.5999999999999996,-1.0999999999999996,21.0,86.0,46.0,2.0,266.0,258.0,10.0,23.0,-6.310000000000002,-9.080000000000013,-3.1700000000000017,0.7000000000000002,-0.01723057644110282,-0.012772265936822902,2.0,0.3714285714285719,0.012830783424544911,0.13962008018464012,0.26636167238530906,0.4597811909999999,0.03800650461015387,0.23634791040824865,0.31683246331133663,110.70201910765292,4.036196174072821,8.769999999999996,-46.0,-23.0,6.310000000000002,9.080000000000013,3.1700000000000017,-0.4597811909999999
1_5_5,-0.12692000000000003,-0.13717000000000001,0.03708991858762811,1.0844828272065836,44.0,5.109999999999999,0.09999999999999964,0.41999999999999815,-1.5099999999999998,0.0,-0.5199999999999996,0.3999999999999986,1.6666666666666679,-1.0,8.0,10.0,0.0,34.0,33.0,0.0,12.0,2.6299999999999955,3.0799999999999983,1.3200000000000003,-0.40000000000000036,-0.02747348287254392,-0.019798868636077993,2.0,1.3333333333333335,-0.4242892681580255,-0.4620977607291916,-0.19379646244552706,0.19642243999999998,-0.185668683074673,-0.13525204157293125,-0.22915936323023178,-79.26734847054803,-1.0844828272065836,-5.109999999999999,-10.0,-12.0,-2.6299999999999955,-3.0799999999999983,-1.3200000000000003,-0.19642243999999998
1_6_1,0.11357999999999999,0.08647000000000002,0.1802489668866582,-6.098989449500003,169.0,-16.99000000000001,4.5,4.82,2.1599999999999984,3.0999999999999996,0.8900000000000006,5.400000000000002,6.166666666666668,10.0,47.0,25.0,0.0,144.0,142.0,6.0,13.0,-14.560000000000002,-16.85000000000001,-5.580000000000005,1.0,-0.04655425219941356,-0.006598240469208205,1.0,1.666666666666667,0.3153542174416488,0.191156594847814,0.3090996629754459,0.280248932,0.47452026713344386,0.02652827455468376,0.2712096685975842,171.6465598086536,6.098989449500003,16.99000000000001,-25.0,-13.0,14.560000000000002,16.85000000000001,5.580000000000005,-0.280248932
1_6_2,-0.00023000000000000798,-0.005299999999999999,0.01661802750131358,-7.251426846696832,60.0,-1.6300000000000026,0.5999999999999996,0.6699999999999999,1.1099999999999994,0.3999999999999986,0.8600000000000012,1.4000000000000004,2.8499999999999996,6.0,21.0,8.0,0.0,53.0,54.0,1.0,-2.0,-1.6400000000000006,-6.719999999999999,-1.8800000000000026,0.5,-0.009897828863346114,-0.05951540813926137,0.0,-0.40000000000000036,-0.23417794434519035,0.028648974394130278,0.1763300619834709,0.10439292499999997,0.3453143852730891,0.184249624704254,0.2047373790046434,-87.98569778785452,7.251426846696832,1.6300000000000026,-8.0,2.0,1.6400000000000006,6.719999999999999,1.8800000000000026,-0.10439292499999997
1_6_3,0.018230000000000024,0.017999999999999988,0.0476348249748004,-7.711443592992467,75.0,-11.199999999999996,2.299999999999999,2.1799999999999997,0.75,2.3,1.5999999999999996,1.9000000000000004,2.125,11.0,26.0,11.0,0.0,64.0,64.0,3.0,1.0,-8.75,-10.019999999999996,-2.219999999999999,0.6000000000000001,0.05808988764044953,0.008580858085808551,0.0,0.5,0.3524894905463629,0.14100281316424557,0.1515633776446359,0.08371683500000004,0.47179094077223604,0.26036927717744796,0.11902465305838739,140.06683133901652,7.711443592992467,11.199999999999996,-11.0,-1.0,8.75,10.019999999999996,2.219999999999999,-0.08371683500000004
