align_idx,unique_paragraph_id,mean_surprisal_gpt2,avg_mean_surprisal_gpt2,mean_surprisal_pythia,avg_mean_surprisal_pythia,SBERT,lexile,text_evaluator,o3-mini_simple_prompt,o3-mini_clear_prompt,o3-mini_clear_specific_prompt,llama-3.3-70b-versatile_simple_prompt,gemini-2.0-flash_simple_prompt,gpt-4o_simple_prompt,claude-sonnet-4-0_simple_prompt,gpt-5_simple_prompt,gemini-2.5-pro_simple_prompt,llama-3.3-70b-versatile_simple_specific_prompt,gemini-2.0-flash_simple_specific_prompt,gpt-4o_simple_specific_prompt,claude-sonnet-4-0_simple_specific_prompt,gpt-5_simple_specific_prompt,gemini-2.5-pro_simple_specific_prompt,llama-3.3-70b-versatile_clear_prompt,gemini-2.0-flash_clear_prompt,claude-sonnet-4-0_clear_prompt,gpt-5_clear_prompt,gpt-4o_clear_prompt,gemini-2.5-pro_clear_prompt,llama-3.3-70b-versatile_clear_specific_prompt,gemini-2.0-flash_clear_specific_prompt,gpt-5_clear_specific_prompt,gpt-4o_clear_specific_prompt,gemini-2.5-pro_clear_specific_prompt,claude-sonnet-4-0_clear_specific_prompt,CAREC,CAREC_M,CARES,CML2RI,flesch_reading_ease,flesch_kincaid_grade_score,gunning_fog_index,coleman_liau_index,smog_index,dale_chall_score,ARI,linsear_formula,difficult_words_count_textstats,syllable_count_textstats,text_length_textstats,sentence_count_textstats,char_count_textstats,letter_count_textstats,polysyllabcount_textstats,monosyllabcount_textstats,fernansex_huerta,szigriszt_pazos,gutierrez_polini,crawford,text_length,text_length_no_punc,sentence_count,cpidr_density,depid_density,word_length,raw_wordFreq_frequency,wordFreq_frequency,mean_entropy_gpt2,avg_mean_entropy_gpt2,mean_entropy_pythia,avg_mean_entropy_pythia,total_slor_gpt2,average_slor_gpt2,total_slor_pythia,average_slor_pythia,total_slor_gpt2_pimentel,average_slor_gpt2_pimentel,total_slor_pythia_pimentel,average_slor_pythia_pimentel,UID_superlin_1.25_gpt2,UID_superlin_1.5_gpt2,UID_superlin_2_gpt2,UID_var_sent_gpt2,UID_var_lang_gpt2,UID_local-var_gpt2,UID_max_gpt2,UID_superlin_1.25_pythia,UID_superlin_1.5_pythia,UID_superlin_2_pythia,UID_var_sent_pythia,UID_var_lang_pythia,UID_local-var_pythia,UID_max_pythia,UID_superlin_1.25_gpt2_pimentel,UID_superlin_1.5_gpt2_pimentel,UID_superlin_2_gpt2_pimentel,UID_var_sent_gpt2_pimentel,UID_var_lang_gpt2_pimentel,UID_local-var_gpt2_pimentel,UID_max_gpt2_pimentel,UID_superlin_1.25_pythia_pimentel,UID_superlin_1.5_pythia_pimentel,UID_superlin_2_pythia_pimentel,UID_var_sent_pythia_pimentel,UID_var_lang_pythia_pimentel,UID_local-var_pythia_pimentel,UID_max_pythia_pimentel,avg_UID_superlin_1.25_gpt2,avg_UID_superlin_1.5_gpt2,avg_UID_superlin_2_gpt2,avg_UID_var_sent_gpt2,avg_UID_var_lang_gpt2,avg_UID_local-var_gpt2,avg_UID_max_gpt2,avg_UID_superlin_1.25_pythia,avg_UID_superlin_1.5_pythia,avg_UID_superlin_2_pythia,avg_UID_var_sent_pythia,avg_UID_var_lang_pythia,avg_UID_local-var_pythia,avg_UID_max_pythia,avg_UID_superlin_1.25_gpt2_pimentel,avg_UID_superlin_1.5_gpt2_pimentel,avg_UID_superlin_2_gpt2_pimentel,avg_UID_var_sent_gpt2_pimentel,avg_UID_var_lang_gpt2_pimentel,avg_UID_local-var_gpt2_pimentel,avg_UID_max_gpt2_pimentel,avg_UID_superlin_1.25_pythia_pimentel,avg_UID_superlin_1.5_pythia_pimentel,avg_UID_superlin_2_pythia_pimentel,avg_UID_var_sent_pythia_pimentel,avg_UID_var_lang_pythia_pimentel,avg_UID_local-var_pythia_pimentel,avg_UID_max_pythia_pimentel,max_embedding_depth_heuristic,avg_embedding_depth_heuristic,text_id,s_idx,sentence,level,max_embedding_depth,avg_embedding_depth
89,1_2_Adv_6,5.008819580078125,5.008819692664677,5.717904090881348,5.717904282940759,-1.22246,1160,940.0,11,35,50,9.0,9.0,12.0,12.0,11.0,12.0,10.0,9.0,11.0,10.0,11.0,12.0,30.0,65.0,25.0,35.0,50.0,60.0,20.0,60.0,25.0,15.0,28.0,25.0,0.17478,0.32144,0.0483206155856548,3.024896758333334,61.67,9.1,13.87,8.87,0.0,10.67,9.6,12.0,5,27,18,1,84,82,3,12,98.48,95.39,44.71,2.8,18,18,1,0.4444444444444444,0.3333333333333333,4.555555555555555,52.77141111111112,10.697626442349788,6.475536465644836,6.475536465644836,7.176200071970622,7.176200071970622,2.406216032288109,2.406216032288109,1.6971780048293883,1.6971780048293883,2.3412509203772327,2.3412509203772327,1.597828089329926,1.597828089329926,8.142536707228636,13.521259575676462,39.31054843452068,14.222335006316342,14.863205662081302,29.69158261948413,13.905972480773926,9.413390353988197,15.791789084927077,46.582877105690855,13.889050158978428,14.44629837840349,29.613188238719506,13.036533832550049,8.287886158996347,13.831166085844586,40.59969183186646,14.856461669027013,15.605567648396796,31.006096268453977,13.932311793789268,9.653781118779172,16.349019469513493,49.35125363630959,15.51142013681979,16.226866318487584,31.62831035306748,14.84020709991455,8.142536707228636,13.521259575676462,39.31054843452068,14.222335006316342,14.863205662081302,29.69158261948413,13.905972480773926,9.413390353988197,15.791789084927077,46.582877105690855,13.889050158978428,14.44629837840349,29.613188238719506,13.036533832550049,8.287886158996347,13.831166085844586,40.59969183186646,14.856461669027013,15.605567648396796,31.006096268453977,13.932311793789268,9.653781118779172,16.349019469513493,49.35125363630959,15.51142013681979,16.226866318487584,31.62831035306748,14.84020709991455,4,4.0,1_2_6,3.0,"Demonstrating an effect on behavior will be critical if nasal spray treatment is to be of any value.""",Adv,2.0,2.0
87,1_2_Ele_6,5.456746578216553,5.456747326580808,6.8464674949646,6.846467497223057,-0.80668,950,840.0,12,20,15,7.0,6.0,12.0,9.0,12.0,8.0,7.0,6.0,8.0,10.0,11.0,9.0,5.0,70.0,15.0,22.0,15.0,25.0,10.0,60.0,15.0,15.0,8.0,25.0,0.03298,0.19048,-0.0248756179074584,-2.8687322857143016,51.18,11.1,12.0,14.04,0.0,11.73,15.4,13.0,5,32,20,1,114,108,3,13,90.44,87.16,35.82,3.4,20,20,1,0.45,0.4,5.4,23.705147,12.482640939082112,7.873245719913394,7.873245719913394,8.246143705770374,8.246143705770374,3.195567754781938,3.195567754781938,1.8057889854542608,1.8057889854542608,3.187056326174193,3.187056326174193,1.7669568957564352,1.7669568957564352,9.287045734230896,16.21591252217571,52.482299555854,22.70629229627584,24.264969682332936,39.749016065544176,18.15632796287537,11.783070795500477,20.614484963647254,65.88528591173386,19.010471882554302,22.526687110122545,30.30069777185839,17.23470687866211,9.315748144506337,16.27952316216959,52.63752617229869,22.76855716892281,24.34855952625253,39.30738353047512,17.500522384420037,11.872781389756474,20.80985185596848,66.71102507134943,19.302973878703938,22.966329597193585,30.86587123093204,16.902200501412153,9.287045734230896,16.21591252217571,52.482299555854,22.70629229627584,24.264969682332936,39.749016065544176,18.15632796287537,11.783070795500477,20.614484963647254,65.88528591173386,19.010471882554302,22.526687110122545,30.30069777185839,17.23470687866211,9.315748144506337,16.27952316216959,52.63752617229869,22.76855716892281,24.34855952625253,39.30738353047512,17.500522384420037,11.872781389756474,20.80985185596848,66.71102507134943,19.302973878703938,22.966329597193585,30.86587123093204,16.902200501412153,4,4.0,1_2_6,1.0,"Uta Frith, who studies autism at University College London, said: ""According to this study, oxytocin may make faces more interesting.",Ele,2.0,2.0
88,1_2_Ele_6,4.862671375274658,4.862671074958948,6.001882553100586,6.001882539345668,-0.46697,-10,900.0,11,40,20,9.0,7.0,12.0,9.0,11.0,11.0,9.0,6.0,9.0,9.0,10.0,8.0,40.0,60.0,25.0,30.0,5.0,10.0,30.0,45.0,10.0,15.0,8.0,25.0,0.26638,0.44838,-0.0835690769354847,9.287644099999994,41.36,10.7,14.43,11.3,0.0,9.14,10.1,8.5,4,24,13,1,69,66,3,8,85.58,78.82,41.4,4.1,13,13,1,0.6153846153846154,0.5384615384615384,5.076923076923077,67.7498476923077,10.436196547494797,7.789781955572275,7.789781955572275,8.538533091545105,8.538533091545105,2.3711658338845,2.3711658338845,1.1833151201546412,1.1833151201546412,2.297981971745781,2.297981971745781,1.0768276366341507,1.0768276366341507,8.034386871411508,13.644136289678,41.88740268078085,18.241995073303286,18.670214512003483,33.99281777959474,15.103909879922869,10.781537033577289,19.912563248745624,73.65560781248152,37.04699593798226,38.21154791038323,65.74242306642076,22.049162328243256,8.208542399539509,14.036072077712188,43.68227107360055,19.319771933075565,19.849128060325256,35.7730021580874,15.07524593512062,11.065841443947196,20.61025823335208,77.34921655330876,39.44065897200422,40.84638120608668,70.00688170387885,22.03833307838068,8.034386871411508,13.644136289678,41.88740268078085,18.241995073303286,18.670214512003483,33.99281777959474,15.103909879922869,10.781537033577289,19.912563248745624,73.65560781248152,37.04699593798226,38.21154791038323,65.74242306642076,22.049162328243256,8.208542399539509,14.036072077712188,43.68227107360055,19.319771933075565,19.849128060325256,35.7730021580874,15.07524593512062,11.065841443947196,20.61025823335208,77.34921655330876,39.44065897200422,40.84638120608668,70.00688170387885,22.03833307838068,1,1.0,1_2_6,2.0,"Disappointingly, this effect is seen only in brain activity and not in behavior.""",Ele,2.0,2.0
89,1_2_Ele_6,3.751011371612549,3.7510111224651337,4.466734409332275,4.466734709739685,0.57461,1240,1180.0,11,30,35,9.0,6.0,12.0,8.0,11.0,11.0,7.0,6.0,10.0,10.0,11.0,10.0,6.0,65.0,15.0,30.0,28.0,20.0,10.0,60.0,30.0,25.0,38.0,25.0,-0.09166,0.08234,-0.0470861089643328,3.982686276923076,71.48,9.5,11.6,5.98,0.0,8.03,10.3,13.5,4,32,25,1,102,99,1,19,103.34,102.09,48.04,2.0,25,25,1,0.4,0.36,3.96,59.46860240000001,9.796599575897472,6.231406326517463,6.231406326517463,7.130757503509521,7.130757503509521,3.0394839380787526,3.0394839380787526,2.32370447161969,2.32370447161969,3.0062397556753204,3.0062397556753204,2.266726172113682,2.266726172113682,5.774878712439321,9.163515001831335,25.011891464582103,10.941879683985963,11.150973856852527,25.772253525386315,15.855477460252589,7.080277234213892,11.485978588139869,32.023058128342065,12.07092648857344,12.325527562369102,28.39077466090196,15.389996472746134,5.856684015733452,9.331227258470877,25.60276819729047,11.282253289094376,11.462049625190456,26.88105858528608,15.997787856089415,7.221040983087367,11.797849533787774,33.35010661156399,12.885709284887412,13.086056653570049,30.64890700441749,15.610562685877085,5.774878712439321,9.163515001831335,25.011891464582103,10.941879683985963,11.150973856852527,25.772253525386315,15.855477460252589,7.080277234213892,11.485978588139869,32.023058128342065,12.07092648857344,12.325527562369102,28.39077466090196,15.389996472746134,5.856684015733452,9.331227258470877,25.60276819729047,11.282253289094376,11.462049625190456,26.88105858528608,15.997787856089415,7.221040983087367,11.797849533787774,33.35010661156399,12.885709284887412,13.086056653570049,30.64890700441749,15.610562685877085,3,3.0,1_2_6,3.0,"She said that, if we want oxytocin to become a useful treatment for autism, we need to show that is has an effect on behavior.",Ele,3.0,3.0
90,1_3_Adv_1,3.388012886047364,3.3880124542742007,4.124457359313965,4.124457475518988,-0.34441,1420,869.0,12,15,3,9.0,6.0,8.0,8.0,9.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,5.0,65.0,15.0,22.0,10.0,12.0,10.0,60.0,25.0,15.0,8.0,15.0,-0.13406,0.03594,-0.0647445195803498,4.789509494444438,73.85,10.7,13.69,6.34,0.0,8.23,13.4,16.5,3,38,31,1,127,123,1,25,103.22,99.47,45.86,1.9,31,31,1,0.4838709677419355,0.5161290322580645,3.967741935483871,81.40423548387098,10.430303611550116,6.145636866169591,6.145636866169591,7.220207895002058,7.220207895002058,3.8417358473778096,3.8417358473778096,3.1053443251471693,3.1053443251471693,3.8216776203202825,3.8216776203202825,3.062996161986073,3.062996161986073,5.027011238858875,7.596231596731904,18.104192679062844,6.625650756907103,7.298493476658817,13.981460102244922,8.623527526855469,6.328706352051123,9.89145192292579,25.324798954978416,8.31419605580013,9.031553871515491,18.770234561881253,12.621200442314148,5.0520854993154485,7.627783368457876,18.164280331049373,6.549421542180745,7.18976027433316,13.942276075360438,8.624510240973905,6.402203588442125,10.016918843237647,25.6916935016957,8.329976451318883,8.977392404711347,18.9596363148679,12.644763534888623,5.027011238858875,7.596231596731904,18.104192679062844,6.625650756907103,7.298493476658817,13.981460102244922,8.623527526855469,6.328706352051123,9.89145192292579,25.324798954978416,8.31419605580013,9.031553871515491,18.770234561881253,12.621200442314148,5.0520854993154485,7.627783368457876,18.164280331049373,6.549421542180745,7.18976027433316,13.942276075360438,8.624510240973905,6.402203588442125,10.016918843237647,25.6916935016957,8.329976451318883,8.977392404711347,18.9596363148679,12.644763534888623,3,3.0,1_3_1,1.0,"They call him the Robin Hood of the banks, a man who took out dozens of loans, worth almost half a million euros, with no intention of ever paying them back.",Adv,4.0,4.0
91,1_3_Adv_1,6.128697395324707,6.128697393462062,6.639774322509766,6.639774557203054,-1.15106,1220,1019.0,12,20,15,9.0,6.0,10.0,8.0,12.0,9.0,7.0,6.0,11.0,8.0,9.0,8.0,20.0,65.0,15.0,20.0,25.0,12.0,10.0,50.0,15.0,15.0,5.0,25.0,0.16401,0.34401,0.0289018590598357,-3.467688444444448,29.86,13.1,16.4,15.08,0.0,12.33,13.7,12.0,7,31,16,1,92,90,4,7,76.52,70.13,35.04,4.8,16,16,1,0.4375,0.375,5.625,91.6560598125,12.147949729476046,7.782254885882139,7.782254885882139,8.412241473793983,8.412241473793983,2.2916328474131227,2.2916328474131227,1.780461764447093,1.780461764447093,2.279818433086032,2.279818433086032,1.704902513436675,1.704902513436675,10.321619053786378,17.647092225747464,53.43582652752236,15.875055803596512,19.56304825902051,25.90519786793681,13.360885381698608,11.352429297513998,19.69729078461961,61.29611152505105,17.208432587288794,19.992305950311867,31.422520987515583,14.26180648803711,10.451925660881308,18.15893950195277,57.9103628521691,20.2046389176694,23.93814810235824,38.20718571360954,19.07997822761536,11.535661914369742,20.104378665048984,63.08046882635734,17.983675695547344,21.025398624293327,33.91777949149961,14.794555842876434,10.321619053786378,17.647092225747464,53.43582652752236,15.875055803596512,19.56304825902051,25.90519786793681,13.360885381698608,11.352429297513998,19.69729078461961,61.29611152505105,17.208432587288794,19.992305950311867,31.422520987515583,14.26180648803711,10.451925660881308,18.15893950195277,57.9103628521691,20.2046389176694,23.93814810235824,38.20718571360954,19.07997822761536,11.535661914369742,20.104378665048984,63.08046882635734,17.983675695547344,21.025398624293327,33.91777949149961,14.794555842876434,5,5.0,1_3_1,2.0,"Instead, Enric Duran handed the money out to projects that created and promoted alternatives to capitalism.",Adv,2.0,2.0
92,1_3_Adv_1,4.845462799072266,4.845463699715979,5.7279133796691895,5.727912916856654,-0.54192,1150,700.0,12,15,15,9.0,6.0,12.0,8.0,12.0,9.0,8.0,6.0,8.0,9.0,9.0,8.0,5.0,65.0,25.0,20.0,15.0,22.0,10.0,60.0,20.0,10.0,10.0,25.0,0.12906,0.30906,-0.075260583536594,4.0277712111111015,62.68,8.7,11.51,10.03,0.0,10.05,10.3,10.5,4,26,17,1,84,81,2,12,99.5,94.55,43.03,2.9,17,17,1,0.5294117647058824,0.5294117647058824,4.764705882352941,34.06284529411764,11.619153409674215,7.359115842510672,7.359115842510672,8.29277071707389,8.29277071707389,3.208327901952308,3.208327901952308,2.3258972027914373,2.3258972027914373,3.1936925235096645,3.1936925235096645,2.2747845096938306,2.2747845096938306,7.845623517944038,12.988234288211071,37.63806336507099,14.159624125581562,14.565630027907492,29.76601325259903,14.1081490367651,9.5070103214812,16.065522206713936,47.847291330106295,15.0386107393966,15.610941153366449,25.7228233678854,14.537697598338127,7.874682218445668,13.047302903231122,37.89078586920003,14.270302284753596,14.695173295667187,30.64981407836681,14.108367131149862,9.607167585170377,16.25227686809408,48.44166652193622,15.044838042539284,15.697117047055556,26.490607262554303,14.540239280555395,7.845623517944038,12.988234288211071,37.63806336507099,14.159624125581562,14.565630027907492,29.76601325259903,14.1081490367651,9.5070103214812,16.065522206713936,47.847291330106295,15.0386107393966,15.610941153366449,25.7228233678854,14.537697598338127,7.874682218445668,13.047302903231122,37.89078586920003,14.270302284753596,14.695173295667187,30.64981407836681,14.108367131149862,9.607167585170377,16.25227686809408,48.44166652193622,15.044838042539284,15.697117047055556,26.490607262554303,14.540239280555395,2,2.0,1_3_1,3.0,"After 14 months in hiding, Duran is unapologetic, even though his activities could land him in jail.",Adv,2.0,2.0
93,1_3_Adv_1,3.004947662353516,3.0049476426313904,4.007034778594971,4.007034747039571,-0.34441,1060,1310.0,7,2,3,7.0,3.0,6.0,6.0,7.0,8.0,6.0,3.0,7.0,6.0,6.0,5.0,5.0,85.0,15.0,8.0,5.0,5.0,10.0,75.0,8.0,5.0,5.0,15.0,-0.04383,0.14017,-0.0378998640546879,-0.4330040571428526,79.6,6.4,11.51,5.62,0.0,8.19,7.3,10.5,3,22,17,1,73,68,2,14,111.5,109.21,50.45,1.7,17,17,1,0.5882352941176471,0.4444444444444444,4.0588235294117645,48.51425294117648,10.191010519318704,5.955462238367866,5.955462238367866,6.620861680630376,6.620861680630376,4.058933103641692,4.058933103641692,3.0566741902967145,3.0566741902967145,4.049348167676751,4.049348167676751,3.002894728567484,3.002894728567484,4.315705705556606,6.332915946017263,14.32474296229989,5.29509595801043,6.743105051820208,8.97245572940621,7.816541790962219,6.147693825723139,9.583671872770324,24.11813835497429,8.060518426489685,8.990132538569352,12.838359602456272,9.321730613708496,4.29919522409976,6.284055343555362,14.23626483449268,5.148921699747853,6.573954934734582,8.623677389983785,7.788135814247653,6.178947267146411,9.57459291471706,23.99222599311123,7.500704144315341,8.32950593942291,11.34447371638523,9.997903883457184,4.315705705556606,6.332915946017263,14.32474296229989,5.29509595801043,6.743105051820208,8.97245572940621,7.816541790962219,6.147693825723139,9.583671872770324,24.11813835497429,8.060518426489685,8.990132538569352,12.838359602456272,9.321730613708496,4.29919522409976,6.284055343555362,14.23626483449268,5.148921699747853,6.573954934734582,8.623677389983785,7.788135814247653,6.178947267146411,9.57459291471706,23.99222599311123,7.500704144315341,8.32950593942291,11.34447371638523,9.997903883457184,3,3.0,1_3_1,4.0,"""I'm proud of what I did,"" he said in an interview by Skype from an undisclosed location.",Adv,2.0,2.0
90,1_3_Ele_1,3.308297634124756,3.467480722172507,3.959575891494751,4.270977938997334,-0.4412,850,480.0,8,15,10,7.0,4.0,8.0,6.0,5.0,5.0,7.0,4.0,7.0,6.0,5.0,3.0,5.0,75.0,15.0,10.0,5.0,5.0,10.0,60.0,10.0,5.0,2.0,15.0,-0.0298,0.1422,-0.1579694458476185,8.269966705882347,90.6,4.2,5.8,3.36,0.0,5.99,3.3,6.25,1,34,29,2,108,106,0,24,120.05,119.29,54.67,0.9,29,29,2,0.4482758620689655,0.3793103448275862,3.655172413793104,102.81794137931034,9.734229266219304,6.421851951500465,6.595952671149681,6.859692824297938,7.154629682672435,3.4389743879136527,3.172162049086336,2.7876002467097067,2.325881403879765,3.430296001646278,3.146646109929247,2.770230912035427,2.2416437547374115,4.777620178434123,7.032058450489927,15.965571459236555,5.020860307290811,5.830843058179984,11.998538795183382,8.540924072265625,5.916645036118231,9.017003773191524,22.11606353898884,6.437209091977706,7.460761513464194,14.887340246153558,12.417220950126648,4.801339869260926,7.089319078879037,16.22944779331399,5.22724027772116,6.021677414045313,12.58236620906094,8.58655420690775,5.989748912916238,9.228227777286058,23.33594831626552,7.5192390879067235,8.507947824749552,18.06645101795907,13.680861234664915,5.332157501052,8.027763022956233,18.96684211637482,5.844696554979526,6.339678873773472,12.681543590569598,7.488274097442627,6.913100500027651,10.95861214789435,28.995871866839177,8.962966620755052,9.458277126000697,19.48261352784759,10.810431957244871,5.38375449889131,8.130555319310115,19.356615670581974,6.048544605156546,6.514696525840167,13.053181037607246,7.511010933405487,7.124558487831861,11.450280690538566,31.33976571288765,10.494706000748778,10.9646194446932,22.20701410467964,11.471514051780105,2,2.0,1_3_1,1.0,They call him the Robin Hood of the banks. He is a man who took out loans for almost half a million euros and never paid the money back.,Ele,4.0,3.0
91,1_3_Ele_1,5.913540840148926,5.913540706038475,6.699973106384277,6.699972689151764,-1.12079,-20,930.0,12,10,10,7.0,4.0,8.0,8.0,12.0,8.0,7.0,4.0,10.0,6.0,10.0,8.0,5.0,65.0,15.0,18.0,15.0,22.0,10.0,60.0,15.0,10.0,5.0,15.0,-0.00545,0.17655,0.0242818903877435,-6.197766014285712,31.89,12.3,17.03,14.84,0.0,12.23,12.5,11.0,6,27,14,1,80,79,4,7,78.56,72.69,35.56,4.6,14,14,1,0.4285714285714285,0.2857142857142857,5.642857142857143,103.04371121428572,12.046624834958152,7.993701743228095,7.993701743228095,8.569585766111102,8.569585766111102,2.4365514334216627,2.4365514334216627,1.6502882570485895,1.6502882570485895,2.427579176736122,2.427579176736122,1.5350542866084638,1.5350542866084638,9.936591830410498,16.945660951401816,50.9265615863738,15.95669370186606,18.864615622156432,35.596501674629096,12.753790378570557,11.541270028936074,20.16620009381853,63.57052899773747,18.68326546964736,21.67075226723157,42.49788658206796,14.691781997680664,10.050470632634775,17.394655150005914,54.76729227257007,19.69122842175013,22.629830958246377,41.11700766027718,17.473225593566895,11.814873507432427,20.779026427072125,66.38585461461126,19.941224080251555,23.340338551062985,43.59704881815453,15.457315444946287,9.936591830410498,16.945660951401816,50.9265615863738,15.95669370186606,18.864615622156432,35.596501674629096,12.753790378570557,11.541270028936074,20.16620009381853,63.57052899773747,18.68326546964736,21.67075226723157,42.49788658206796,14.691781997680664,10.050470632634775,17.394655150005914,54.76729227257007,19.69122842175013,22.629830958246377,41.11700766027718,17.473225593566895,11.814873507432427,20.779026427072125,66.38585461461126,19.941224080251555,23.340338551062985,43.59704881815453,15.457315444946287,6,6.0,1_3_1,3.0,Enric Duran gave the money to projects that created and supported alternatives to capitalism.,Ele,2.0,2.0
92,1_3_Ele_1,3.84079384803772,4.044631405518605,4.084888458251953,4.144228001053516,-0.11552,720,250.0,4,12,15,6.0,3.0,5.0,6.0,4.0,3.0,6.0,4.0,4.0,6.0,6.0,4.0,5.0,75.0,15.0,18.0,18.0,5.0,10.0,60.0,12.0,5.0,5.0,15.0,-0.02401,0.13349,-0.1742499912048357,15.969149539999997,100.58,2.5,5.2,2.6,0.0,6.71,2.4,5.5,2,29,26,2,96,93,0,23,127.58,124.35,55.95,0.5,26,26,2,0.5,0.4615384615384615,3.576923076923077,40.9805076923077,10.022809289264014,5.544664084911346,6.12202891936669,7.044630775084863,7.294915391848638,3.1064965231195205,2.738648007769908,2.862465114461126,2.677538611862122,3.087152601296053,2.7145656585925,2.837707493090082,2.590478200280195,5.921315786293476,9.3885646555005,25.337034537610315,10.585401457092928,10.720446037732472,16.039181481925016,15.09516668319702,6.2482470434332855,9.76549548803391,25.204414141542504,8.518685151987647,9.304645618619086,12.786727868581728,12.826414108276367,5.952987137531613,9.445171372294006,25.55345769785314,10.65285872200772,10.774060321666346,16.790487109277894,15.1599760055542,6.3121037782459615,9.918253876535925,25.970940239623665,9.08233761060132,9.825013570026696,14.72827054156023,13.242664366960526,7.603438377377141,12.506762430408088,36.10298768795046,11.372840744290237,13.92205918001211,17.98988811846828,10.720402240753174,7.60426306281771,12.284807274707598,33.68174845784854,8.613813718848593,10.66473031620308,14.968521228858569,10.373224973678589,7.653305548560899,12.609184264108272,36.527775585136894,11.555365659614946,14.14415704131881,18.75187644202119,10.692358245607466,7.800833760882585,12.710606021930715,35.54310559625837,9.54307142889522,11.660469985048229,17.480646881414938,10.582076838240027,2,2.0,1_3_1,4.0,"Duran has spent 14 months in hiding. He will not say he is sorry, even though he might go to prison for what he has done.",Ele,2.0,2.0
93,1_3_Ele_1,3.309295654296875,3.309295631945133,4.213489055633545,4.213488789165721,-0.03788,1040,950.0,6,2,10,7.0,3.0,6.0,5.0,6.0,3.0,6.0,3.0,8.0,6.0,6.0,3.0,5.0,90.0,15.0,7.0,5.0,1.0,10.0,75.0,7.0,5.0,4.0,15.0,0.01177,0.19377,-0.0994995417909819,-0.0462896624999942,79.6,6.4,11.51,4.58,0.0,7.27,6.8,10.5,2,22,17,1,71,65,2,14,111.5,109.21,52.16,1.7,17,17,1,0.6470588235294118,0.4210526315789473,3.941176470588236,52.79887647058825,10.067789223736426,6.629942136652329,6.629942136652329,7.084710927570567,7.084710927570567,3.6691693005573343,3.6691693005573343,2.7648923650640893,2.7648923650640893,3.656926238764052,3.656926238764052,2.714714162513588,2.714714162513588,4.782836421172681,7.030503818768022,15.828858099978738,4.877455053487364,5.6856186297240345,7.5236522755703135,7.816541790962219,6.526512171122498,10.266844789763764,26.291971171921087,8.537821360278244,9.112072576500127,11.962422053941673,9.48554229736328,4.785426502326567,7.031097994486077,15.921111722749488,4.888527089626495,5.674828042983599,7.2731763125234545,7.788135814247653,6.595894123576443,10.393254583442422,26.888701523132163,8.709175387597151,9.209895009291872,12.099311887754569,10.103457927703856,4.782836421172681,7.030503818768022,15.828858099978738,4.877455053487364,5.6856186297240345,7.5236522755703135,7.816541790962219,6.526512171122498,10.266844789763764,26.291971171921087,8.537821360278244,9.112072576500127,11.962422053941673,9.48554229736328,4.785426502326567,7.031097994486077,15.921111722749488,4.888527089626495,5.674828042983599,7.2731763125234545,7.788135814247653,6.595894123576443,10.393254583442422,26.888701523132163,8.709175387597151,9.209895009291872,12.099311887754569,10.103457927703856,3,3.0,1_3_1,6.0,"""I'm proud of what I've done,"" he said in an interview by Skype from a secret location.",Ele,2.0,2.0
94,1_3_Adv_2,5.26272439956665,5.262724350480473,5.49490213394165,5.494901965646183,-0.88462,-10,620.0,8,5,3,7.0,6.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,5.0,70.0,15.0,15.0,5.0,1.0,10.0,70.0,12.0,5.0,1.0,15.0,0.04732,0.23332,-0.0224129290317985,0.8299326142857169,79.6,6.4,11.51,7.02,0.0,13.77,7.6,10.5,3,22,17,1,74,72,2,14,111.5,109.21,48.17,1.7,17,17,1,0.7058823529411765,0.5294117647058824,4.235294117647059,48.84724705882353,11.703023473202247,7.397903680801392,7.397903680801392,8.208333394106697,8.208333394106697,2.8491999638159267,2.8491999638159267,2.616983931703581,2.616983931703581,2.8413876218377423,2.8413876218377423,2.553218113258678,2.553218113258678,8.502135104548437,13.943456551416,38.78453256266778,11.088334334290323,12.200195257811837,21.551778908370643,11.668587803840635,8.902415412567748,14.65086100375618,41.20119194073401,11.006894553770785,11.28102302310334,25.187067813962432,12.514137864112854,8.528830997890234,14.015355766023632,39.18050936972924,11.402021806902694,12.530419182370094,22.46217125863971,11.694782748818398,9.067823067684296,15.022004228331395,42.75588029325832,11.856738925499643,12.201705569727508,27.395740263361827,12.63000975549221,8.502135104548437,13.943456551416,38.78453256266778,11.088334334290323,12.200195257811837,21.551778908370643,11.668587803840635,8.902415412567748,14.65086100375618,41.20119194073401,11.006894553770785,11.28102302310334,25.187067813962432,12.514137864112854,8.528830997890234,14.015355766023632,39.18050936972924,11.402021806902694,12.530419182370094,22.46217125863971,11.694782748818398,9.067823067684296,15.022004228331395,42.75588029325832,11.856738925499643,12.201705569727508,27.395740263361827,12.63000975549221,3,3.0,1_3_2,1.0,"From 2006 to 2008, Duran took out 68 commercial and personal loans from 39 banks in Spain.",Adv,3.0,3.0
