text_id,Adv_flesch_reading_ease,Adv_flesch_kincaid_grade_score,Adv_dale_chall_score,Adv_gunning_fog_index,Adv_coleman_liau_index,Adv_smog_index,Adv_ARI,Adv_CAREC,Adv_CARES,Adv_CML2RI,Adv_cpidr_density,Adv_avg_integration_cost,Adv_max_integration_cost,Adv_avg_embedding_depth,Adv_max_embedding_depth,Adv_mean_entropy_pythia,Adv_word_length,Adv_wordFreq_frequency,Adv_n_words,Adv_sentence_count,Adv_syllable_count_textstats,Adv_depid_density,Adv_total_integration_cost,Adv_CAREC_M,Adv_mean_entropy_gpt2,Adv_comprehension_score,Adv_QA_RT,Adv_Pythia 70M Mean,Adv_Pythia 70M Max,Ele_flesch_reading_ease,Ele_flesch_kincaid_grade_score,Ele_dale_chall_score,Ele_gunning_fog_index,Ele_coleman_liau_index,Ele_smog_index,Ele_ARI,Ele_CAREC,Ele_CARES,Ele_CML2RI,Ele_cpidr_density,Ele_avg_integration_cost,Ele_max_integration_cost,Ele_avg_embedding_depth,Ele_max_embedding_depth,Ele_mean_entropy_pythia,Ele_word_length,Ele_wordFreq_frequency,Ele_n_words,Ele_sentence_count,Ele_syllable_count_textstats,Ele_depid_density,Ele_total_integration_cost,Ele_CAREC_M,Ele_mean_entropy_gpt2,Ele_comprehension_score,Ele_QA_RT,Ele_Pythia 70M Mean,Ele_Pythia 70M Max,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_dale_chall_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_ARI,diff_CAREC,diff_CARES,diff_CML2RI,diff_cpidr_density,diff_avg_integration_cost,diff_max_integration_cost,diff_avg_embedding_depth,diff_max_embedding_depth,diff_mean_entropy_pythia,diff_word_length,diff_wordFreq_frequency,diff_n_words,diff_sentence_count,diff_syllable_count_textstats,diff_depid_density,diff_total_integration_cost,diff_CAREC_M,diff_mean_entropy_gpt2,diff_comprehension_score,diff_QA_RT,diff_Pythia 70M Mean,diff_Pythia 70M Max
1_1_4,56.79,11.0,9.97,13.96,12.13,13.4,14.2,0.13047,0.2619898174617034,5.647603875761964,0.5212765957446809,0.344598495683034,2.0,4.25,6,6.4652014,5.076923076923077,10.828188160411772,91,4,139,0.4736842105263157,35.0,0.20247,5.8872538,0.9333333333333332,9104.2,4.543862,17.847385,66.07,9.5,9.99,11.83,9.81,10.5,12.2,0.08516,0.1282707850240478,18.56343801470588,0.5223880597014925,0.3912280701754385,2.0,3.0,5,6.613352,4.712121212121212,10.89459707374343,66,3,91,0.4705882352941176,29.0,0.18213,6.258192,0.9666666666666668,8228.166666666666,4.4458632,12.52086,-9.279999999999994,1.5,-0.019999999999999574,2.130000000000001,2.3200000000000003,2.9000000000000004,2.0,0.04531,0.13371903243765562,-12.915834138943916,-0.0011114639568116091,-0.04662957449240446,0.0,1.25,1.0,-0.14815060000000013,0.3648018648018647,-0.06640891333165833,25.0,1.0,48.0,0.0030959752321981227,6.0,0.020340000000000025,-0.37093820000000033,-0.03333333333333355,876.0333333333347,0.09799880000000005,5.326524999999998
1_1_5,69.62,8.1,9.89,10.64,9.63,10.7,10.7,0.10857,0.1662214936435408,11.002724776190451,0.4210526315789473,0.5332176432745692,11.0,3.2,6,7.8297286,4.702702702702703,11.764720291890088,74,4,105,0.3896103896103896,48.0,0.19779,6.2110643,0.8,5408.6,4.994077,16.37493,70.13,8.0,10.38,9.42,10.44,8.8,10.8,0.19528,0.0544905028972171,18.22654842333333,0.4259259259259259,0.761437908496732,12.0,2.333333333333333,4,7.6697745,4.87037037037037,12.711387726614475,54,3,76,0.3703703703703703,44.0,0.28814,6.0043616,0.8,5241.833333333333,4.8695517,15.952979,-0.5099999999999909,0.09999999999999964,-0.4900000000000002,1.2200000000000006,-0.8099999999999987,1.8999999999999986,-0.10000000000000142,-0.08671000000000001,0.1117309907463237,-7.223823647142879,-0.004873294346978585,-0.22822026522216277,-1.0,0.8666666666666671,2.0,0.1599541000000002,-0.1676676676676676,-0.9466674347243877,20.0,1.0,29.0,0.01924001924001928,4.0,-0.09035000000000001,0.20670270000000013,0.0,166.76666666666733,0.12452530000000017,0.42195099999999996
1_1_6,49.49,13.8,10.65,15.67,11.67,14.2,17.8,0.20731,0.3653539717408873,12.044705357142838,0.488,0.3946491228070175,8.0,2.5,3,7.0530944,4.917355371900826,11.249626646852434,121,4,178,0.4251968503937008,61.0,0.24375,6.1323237,0.9333333333333332,7340.7,4.919563,21.635798,62.31,11.0,9.42,12.88,10.16,12.5,14.0,0.15304,0.195649208118843,17.849140199797965,0.3766233766233766,0.5498533724340176,8.0,2.6666666666666665,4,6.693575,4.688311688311688,10.656353278018456,77,3,110,0.3333333333333333,45.0,0.22576,5.829247,0.9666666666666668,6468.2,4.264104,17.432085,-12.82,2.8000000000000007,1.2300000000000004,2.789999999999999,1.5099999999999998,1.6999999999999993,3.8000000000000007,0.054269999999999985,0.16970476362204429,-5.804434842655127,0.11137662337662341,-0.15520424962700002,0.0,-0.16666666666666652,-1.0,0.35951939999999993,0.22904368358913807,0.5932733688339784,44.0,1.0,68.0,0.0918635170603675,16.0,0.017990000000000006,0.3030767000000001,-0.03333333333333355,872.5,0.6554590000000005,4.2037130000000005
1_1_7,71.34,7.5,8.48,8.81,7.42,10.4,8.0,-0.00608,0.3109821705427883,14.077862771230183,0.4592592592592592,0.3952061171795055,5.0,3.0,5,6.3439736,4.335820895522388,10.387508461266163,134,8,183,0.4117647058823529,66.0,0.03392,5.5280795,0.8666666666666667,8965.366666666667,4.35035,24.34327,70.94,7.6,8.9,8.74,8.47,9.9,9.0,-0.0812,0.1471082204556893,12.721226218577073,0.5,0.5132850241545894,12.0,3.4,5,6.5005465,4.511627906976744,10.505954199912567,86,5,118,0.4137931034482758,57.0,0.0048,5.4965744,0.9,9718.5,4.2332315,24.34346,0.4000000000000057,-0.09999999999999964,-0.41999999999999993,0.07000000000000028,-1.0500000000000007,0.5,-1.0,0.07511999999999999,0.163873950087099,1.3566365526531108,-0.0407407407407408,-0.11807890697508394,-7.0,-0.3999999999999999,0.0,-0.15657289999999957,-0.1758070114543564,-0.11844573864640395,48.0,3.0,65.0,-0.0020283975659228792,9.0,0.02912,0.03150509999999951,-0.033333333333333326,-753.1333333333332,0.11711850000000013,-0.00018999999999991246
1_2_1,38.49,16.0,10.84,18.85,14.23,16.2,20.5,0.2415,0.5194121139070964,6.858162919337974,0.4538461538461538,0.7217755928282245,16.0,4.5,5,6.5935526,5.330769230769231,11.293907261133544,130,4,208,0.4230769230769231,105.0,0.25574,5.330523,0.8,10232.9,4.326792,18.392252,54.52,9.8,9.04,10.68,13.74,11.5,13.0,0.17114,0.3304758786798065,7.571586232251093,0.47,0.5143135849657589,9.0,3.0,4,6.704075,5.4,11.193107082000386,100,6,157,0.41,60.0,0.20247,5.8718805,0.6666666666666666,9792.0,4.463288,18.167297,-16.03,6.199999999999999,1.8000000000000007,8.170000000000002,0.4900000000000002,4.699999999999999,7.5,0.07036,0.18893623522728992,-0.7134233129131191,-0.016153846153846185,0.2074620078624656,7.0,1.5,1.0,-0.1105223999999998,-0.06923076923076898,0.10080017913315764,30.0,-2.0,51.0,0.013076923076923097,45.0,0.05327000000000001,-0.5413574999999993,0.13333333333333341,440.89999999999964,-0.13649600000000017,0.2249549999999978
1_2_2,50.36,11.4,9.85,14.08,13.0,13.8,14.0,0.21091,0.4248892474788391,12.57677334358973,0.544,0.473362340597435,19.0,3.333333333333333,4,5.8584437,5.216,11.094686236718683,125,6,199,0.456,75.0,0.24091,4.9543443,0.8666666666666667,8598.0,4.0014024,23.852352,61.67,9.1,8.79,11.64,11.6,12.8,11.7,0.12869,0.3594162791290837,15.381078418749974,0.5555555555555556,0.5265587426616838,19.0,2.7142857142857144,3,5.8832936,5.031746031746032,10.74407136975789,126,7,195,0.4603174603174603,80.0,0.15669,5.1937537,0.8,10380.733333333334,3.975665,23.879389,-11.310000000000002,2.3000000000000007,1.0600000000000005,2.4399999999999995,1.4000000000000004,1.0,2.3000000000000007,0.08221999999999999,0.06547296834975541,-2.8043050751602436,-0.011555555555555541,-0.053196402064248804,0.0,0.6190476190476186,1.0,-0.024849900000000424,0.18425396825396856,0.35061486696079314,-1.0,-1.0,4.0,-0.0043174603174602755,-5.0,0.08422000000000002,-0.23940940000000044,0.06666666666666665,-1782.7333333333336,0.025737400000000132,-0.027036999999999978
1_2_3,60.38,11.7,11.41,14.81,11.15,12.3,15.6,0.19757,0.4632787667746932,2.805466115068511,0.4855072463768116,0.5351874003189793,18.0,4.6,9,6.0632076,4.855072463768116,11.048937978420229,138,5,200,0.4244604316546763,93.0,0.2352,5.074314,0.8666666666666667,9927.266666666666,4.0442286,13.15849,76.25,7.7,9.52,9.6,10.27,9.5,11.5,0.07681,0.1609120783676907,16.035833102272733,0.5185185185185185,0.4138257575757575,4.0,3.75,7,6.452819,4.765432098765432,10.89901051504754,81,4,109,0.4878048780487805,38.0,0.15503,5.2127113,0.8666666666666667,11467.766666666666,4.200783,15.014686,-15.869999999999997,3.999999999999999,1.8900000000000006,5.210000000000001,0.8800000000000008,2.8000000000000007,4.1,0.12075999999999999,0.30236668840700254,-13.23036698720422,-0.033011272141706904,0.12136164274322175,14.0,0.8499999999999996,2.0,-0.3896113999999997,0.08964036500268424,0.14992746337268947,57.0,1.0,91.0,-0.06334444639410419,55.0,0.08016999999999999,-0.1383972999999994,0.0,-1540.5,-0.1565544000000001,-1.8561959999999988
1_2_4,67.69,8.9,8.62,10.96,11.37,10.9,12.9,0.31053,0.4350669623047101,12.17783153095236,0.5034013605442177,0.4198590229646129,12.0,3.142857142857143,10,6.1421404,4.979020979020979,10.850035914597212,143,7,207,0.3783783783783784,83.0,0.32561,5.3049564,0.8333333333333334,7959.633333333333,4.401268,19.571903,75.71,5.8,7.41,6.6,8.92,8.5,7.8,0.22621,0.2780543777823998,18.82021845806452,0.4368932038834951,0.3807977736549164,5.0,1.75,3,6.372493,4.7,10.579819253953106,100,8,139,0.3300970873786408,53.0,0.26574,5.562096,0.8333333333333334,9183.766666666666,4.155661,20.726723,-8.019999999999996,3.1000000000000005,1.209999999999999,4.360000000000001,2.4499999999999993,2.4000000000000004,5.1000000000000005,0.08431999999999998,0.15701258452231032,-6.64238692711216,0.06650815666072257,0.03906124930969651,7.0,1.3928571428571428,7.0,-0.23035260000000068,0.279020979020979,0.2702166606441061,43.0,-1.0,68.0,0.0482812909997376,30.0,0.059870000000000034,-0.25713960000000036,0.0,-1224.1333333333332,0.2456069999999997,-1.1548200000000008
1_2_5,48.13,12.3,9.86,14.07,11.44,14.6,13.8,0.21233,0.3593657879557295,10.10181570834658,0.5431034482758621,0.4017316017316017,8.0,4.0,6,6.2146153,4.904347826086957,10.800387153330838,115,5,180,0.4655172413793103,56.0,0.24937,5.372886,0.8333333333333334,10281.233333333334,4.195927,14.4574795,67.28,9.0,8.47,10.73,8.65,11.2,10.7,0.121,0.1339172070119125,17.237202618696394,0.5,0.4703360215053763,10.0,4.0,6,6.4751573,4.481927710843373,10.371470973356278,83,4,117,0.4166666666666667,49.0,0.19426,5.6124353,0.7333333333333333,11597.333333333334,4.1516104,13.0691185,-19.15,3.3000000000000007,1.3899999999999988,3.34,2.789999999999999,3.4000000000000004,3.1000000000000014,0.09133,0.22544858094381698,-7.135386910349814,0.0431034482758621,-0.06860441977377457,-2.0,0.0,0.0,-0.26054200000000005,0.42242011524358336,0.42891617997456066,32.0,1.0,63.0,0.04885057471264359,7.0,0.05511000000000002,-0.2395492999999993,0.10000000000000009,-1316.1000000000004,0.04431660000000015,1.3883609999999997
1_2_6,40.38,13.2,10.16,13.7,12.94,14.1,14.7,0.22037,0.1855857374366762,7.483224147727277,0.4925373134328358,0.466838931955211,4.0,4.666666666666667,9,7.0018706,5.164179104477612,11.29052256073879,67,3,111,0.3880597014925373,39.0,0.30607,5.9900537,0.9333333333333332,8986.6,5.1003194,17.235176,60.35,9.6,8.41,11.17,10.04,11.9,11.4,0.07746,0.087177443663336,10.320680639999985,0.4655172413793103,0.4865636313004733,6.0,2.6666666666666665,4,7.005337,4.706896551724138,10.866178677526058,58,3,88,0.4137931034482758,37.0,0.17862,6.289841,0.9,9489.133333333331,4.841244,17.234333,-19.97,3.5999999999999996,1.75,2.5299999999999994,2.9000000000000004,2.1999999999999993,3.299999999999999,0.14291,0.09840829377334019,-2.8374564922727075,0.027020072053525523,-0.01972469934526233,-2.0,2.0000000000000004,5.0,-0.0034663999999997586,0.4572825527534743,0.42434388321273175,9.0,0.0,23.0,-0.025733401955738477,2.0,0.12745,-0.2997873000000002,0.033333333333333215,-502.53333333333103,0.2590754000000004,0.0008429999999997051
1_3_1,67.79,8.8,9.13,12.56,8.65,11.7,10.5,0.04981,0.1509131256549958,7.680023544186024,0.5061728395061729,0.4272138680033416,4.0,3.25,5,6.982434,4.481481481481482,10.968881412624064,81,4,117,0.4756097560975609,40.0,0.15851,5.7383504,0.8666666666666667,6753.733333333334,4.6362343,16.98479,82.34,5.3,7.28,8.51,5.27,8.8,5.2,0.03394,0.1001611733615237,14.606428842441208,0.4883720930232558,0.390752688172043,3.0,2.833333333333333,6,6.5713644,4.011627906976744,10.263847148071594,86,6,112,0.3977272727272727,38.0,0.12061,5.7327714,0.8,7108.133333333333,4.1683745,16.013966,-14.549999999999997,3.500000000000001,1.8500000000000005,4.050000000000001,3.380000000000001,2.8999999999999986,5.3,0.015870000000000002,0.05075195229347208,-6.926405298255184,0.017800746482917074,0.036461179831298596,1.0,0.41666666666666696,-1.0,0.41106959999999937,0.46985357450473764,0.7050342645524701,-5.0,-2.0,5.0,0.07788248337028819,2.0,0.03790000000000002,0.005579000000000001,0.06666666666666665,-354.39999999999964,0.46785980000000027,0.9708240000000004
1_3_2,52.19,10.7,11.44,12.34,11.55,11.7,12.4,0.10695,0.2107313564318106,5.314062146103889,0.5526315789473685,0.4664212451190673,9.0,2.75,3,7.705977,4.973684210526316,11.062045654712714,76,4,119,0.4736842105263157,46.0,0.21632,6.735621,0.8666666666666667,7670.233333333334,5.479883,14.851989,75.2,6.0,9.38,7.66,7.82,8.2,6.9,0.01924,0.1071268440529446,13.02863932857144,0.5151515151515151,0.4346891534391534,3.0,2.2,4,7.0936165,4.492307692307692,10.48345578336631,65,5,90,0.4242424242424242,34.0,0.12481,6.2428164,0.8666666666666667,8819.766666666666,4.621235,12.513859,-23.010000000000005,4.699999999999999,2.0599999999999987,4.68,3.7300000000000004,3.5,5.5,0.08771000000000001,0.10360451237886599,-7.7145771824675515,0.037480063795853336,0.03173209167991392,6.0,0.5499999999999998,-1.0,0.6123604999999994,0.4813765182186236,0.5785898713464039,11.0,-1.0,29.0,0.04944178628389151,12.0,0.09151000000000001,0.49280460000000037,0.0,-1149.5333333333328,0.8586479999999996,2.3381299999999996
